numero,id_hora,rut_paciente,fecha_hora,comentario
671,3392,32043482-6,2025-04-15 09:00:00,Realizacion de cirugia en torax
672,2914,45846060-8,2025-04-22 11:30:00,Realizacion de cirugia ortopedica
673,3129,75833080-6,2025-04-13 15:45:00,Problemas respiratorios
674,3020,30263166-2,2025-04-03 15:00:00,Realizacion de cirugia en torax
675,1115,93738834-2,2025-04-13 18:15:00,Realizacion de cirugia abdominal
676,363,17973044-7,2025-04-17 17:00:00,Realizacion de cirugia en torax
677,1045,15074844-0,2025-04-29 12:30:00,Realizacion de cirugia otorrinolaringologica
678,269,32601187-2,2025-04-15 08:45:00,Realizacion de cirugia plastica
679,706,11981843-5,2025-04-03 18:45:00,Realizacion de cirugia plastica
680,1016,51263568-1,2025-04-09 10:15:00,Realizacion de cirugia cardiovascular
681,3069,85033698-2,2025-04-10 13:15:00,Realizacion de cirugia otorrinolaringologica
682,110,16251209-1,2025-04-21 10:30:00,Realizacion de cirugia ortopedica
683,622,25422399-6,2025-04-14 13:45:00,Realizacion de cirugia plastica
684,2742,81768570-2,2025-04-21 10:15:00,Realizacion de cirugia plastica
685,1201,38196101-9,2025-04-04 16:00:00,Realizacion de cirugia cardiovascular
686,370,65012894-9,2025-04-04 10:00:00,Realizacion de cirugia cardiovascular
687,2286,22519178-2,2025-04-07 08:00:00,Realizacion de cirugia cardiovascular
688,3313,90438698-1,2025-04-10 13:30:00,Dolor abdominal y nauseas
689,2419,15347792-3,2025-04-18 11:00:00,Realizacion de cirugia otorrinolaringologica
690,118,93827792-4,2025-04-07 11:15:00,Realizacion de cirugia ortopedica
691,62,27075358-5,2025-04-28 10:45:00,Realizacion de cirugia abdominal
692,567,49771636-9,2025-04-07 11:45:00,Realizacion de cirugia abdominal
693,2338,84295710-6,2025-04-12 12:00:00,Realizacion de cirugia plastica
694,849,78785402-2,2025-04-12 15:15:00,Realizacion de cirugia en torax
695,3036,89066256-8,2025-04-11 09:45:00,Realizacion de cirugia ortopedica
696,614,53699466-8,2025-04-21 08:15:00,Realizacion de cirugia abdominal
697,3442,21774192-3,2025-04-26 08:00:00,Realizacion de cirugia cardiovascular
698,580,60334032-8,2025-04-17 08:45:00,Realizacion de cirugia abdominal
699,469,46930558-3,2025-04-12 11:45:00,Realizacion de cirugia renal
700,1656,40521119-8,2025-04-21 15:15:00,Realizacion de cirugia neurologica
701,2481,48263743-9,2025-04-02 10:45:00,Realizacion de cirugia otorrinolaringologica
702,2884,51263568-1,2025-04-07 08:45:00,Realizacion de cirugia cardiovascular
703,1775,50066254-1,2025-04-12 15:45:00,Realizacion de cirugia otorrinolaringologica
704,3418,23788335-3,2025-04-27 14:15:00,Realizacion de cirugia cardiovascular
705,2300,99921909-4,2025-04-09 09:30:00,Realizacion de cirugia renal
706,3441,27470077-6,2025-04-02 17:30:00,Realizacion de cirugia renal
707,2192,27470077-6,2025-04-14 15:30:00,Realizacion de cirugia neurologica
708,3180,25422399-6,2025-04-28 15:00:00,Realizacion de cirugia renal
709,3553,53699466-8,2025-04-03 16:15:00,Realizacion de cirugia en torax
710,2045,88755903-1,2025-04-30 08:45:00,Realizacion de cirugia cardiovascular
711,2625,49261253-8,2025-04-30 15:15:00,Realizacion de cirugia plastica
712,2284,90160627-1,2025-04-10 15:15:00,Realizacion de cirugia cardiovascular
713,1070,25939458-6,2025-05-01 14:15:00,Realizacion de cirugia en torax
714,1493,64744316-9,2025-04-28 14:15:00,Realizacion de cirugia en torax
715,2673,40388373-6,2025-04-18 08:30:00,Realizacion de cirugia cardiovascular
716,1038,75833080-6,2025-04-05 13:15:00,Realizacion de cirugia renal
717,1587,48322668-8,2025-04-02 10:45:00,Realizacion de cirugia ortopedica
718,847,27470077-6,2025-04-10 17:00:00,Realizacion de cirugia neurologica
719,2668,98275857-9,2025-04-26 17:15:00,Realizacion de cirugia ortopedica
720,2511,33791677-0,2025-04-14 11:45:00,Realizacion de cirugia plastica
721,2662,55539940-3,2025-04-26 14:45:00,Realizacion de cirugia neurologica
722,190,75833080-6,2025-04-15 18:45:00,Realizacion de cirugia ortopedica
723,1482,43024906-8,2025-04-16 12:30:00,Realizacion de cirugia ortopedica
724,2471,66594934-8,2025-04-04 15:45:00,Realizacion de cirugia plastica
725,1143,90942860-9,2025-04-08 18:00:00,Realizacion de cirugia en torax
726,13,43959822-2,2025-04-19 17:45:00,Realizacion de cirugia ortopedica
727,1877,58501550-1,2025-04-04 11:00:00,Realizacion de cirugia abdominal
728,1579,19557494-0,2025-04-27 14:15:00,Realizacion de cirugia renal
729,415,45056798-6,2025-04-26 11:15:00,Realizacion de cirugia renal
730,2591,96998252-1,2025-04-04 15:15:00,Realizacion de cirugia renal
731,1917,52872009-7,2025-04-08 10:15:00,Realizacion de cirugia neurologica
732,162,80061523-7,2025-04-14 10:00:00,Dolor abdominal y nauseas
733,143,53039267-4,2025-04-25 11:45:00,Realizacion de cirugia renal
734,225,92670172-1,2025-04-18 12:15:00,Realizacion de cirugia abdominal
735,366,21870177-9,2025-04-02 14:45:00,Realizacion de cirugia otorrinolaringologica
736,3316,78943450-5,2025-04-08 18:30:00,Dolor abdominal y nauseas
737,423,41710986-9,2025-04-05 08:45:00,Realizacion de cirugia cardiovascular
738,1043,25939458-6,2025-04-29 09:45:00,Realizacion de cirugia ortopedica
739,10,51009521-0,2025-04-29 13:45:00,Realizacion de cirugia otorrinolaringologica
740,2551,25422399-6,2025-04-17 11:30:00,Realizacion de cirugia ortopedica
741,2104,58719444-0,2025-04-09 15:30:00,Realizacion de cirugia otorrinolaringologica
742,441,15869307-3,2025-04-12 16:00:00,Realizacion de cirugia en torax
743,2939,49873347-8,2025-04-16 16:30:00,Consulta general
744,615,90942860-9,2025-04-26 08:15:00,Realizacion de cirugia renal
745,1805,90206203-1,2025-04-15 13:30:00,Realizacion de cirugia renal
746,2863,80061523-7,2025-04-19 14:45:00,Realizacion de cirugia renal
747,2865,42856973-7,2025-04-23 15:00:00,Realizacion de cirugia renal
748,2790,80061523-7,2025-04-06 09:00:00,Realizacion de cirugia plastica
749,1879,78093216-6,2025-04-16 17:00:00,Realizacion de cirugia renal
750,3143,26699972-2,2025-04-14 14:30:00,Realizacion de cirugia cardiovascular
751,2579,70026603-3,2025-04-27 17:30:00,Realizacion de cirugia en torax
752,598,51072055-5,2025-04-10 13:30:00,Realizacion de cirugia abdominal
753,1466,96998252-1,2025-04-11 10:30:00,Realizacion de cirugia otorrinolaringologica
754,2080,87997004-2,2025-04-28 12:45:00,Realizacion de cirugia neurologica
755,2239,45846060-8,2025-04-25 11:30:00,Realizacion de cirugia cardiovascular
756,583,70414825-8,2025-04-08 15:30:00,Realizacion de cirugia en torax
757,799,81164868-4,2025-04-15 13:30:00,Realizacion de cirugia cardiovascular
758,18,90788070-1,2025-04-29 13:45:00,Realizacion de cirugia renal
759,3492,78310737-4,2025-04-06 08:00:00,Realizacion de cirugia plastica
760,2643,12802093-1,2025-04-27 18:15:00,Realizacion de cirugia en torax
761,152,32090021-3,2025-04-24 15:15:00,Realizacion de cirugia cardiovascular
762,1187,22769853-9,2025-04-16 17:15:00,Realizacion de cirugia abdominal
763,1683,73899711-4,2025-05-01 08:15:00,Realizacion de cirugia ortopedica
764,3287,53375085-5,2025-04-23 08:00:00,Realizacion de cirugia cardiovascular
765,643,60775663-1,2025-04-04 15:00:00,Realizacion de cirugia plastica
766,372,13560469-0,2025-04-25 09:00:00,Realizacion de cirugia renal
767,561,92670172-1,2025-04-20 17:30:00,Realizacion de cirugia plastica
768,1248,67384344-0,2025-05-01 10:00:00,Realizacion de cirugia plastica
769,1636,74803113-9,2025-04-04 11:45:00,Realizacion de cirugia ortopedica
770,1984,32043482-6,2025-04-13 18:45:00,Realizacion de cirugia abdominal
771,1487,32818392-4,2025-04-29 15:00:00,Realizacion de cirugia abdominal
772,3246,58501550-1,2025-04-02 09:30:00,Realizacion de cirugia ortopedica
773,2821,44480804-6,2025-04-09 09:00:00,Realizacion de cirugia abdominal
774,3513,32818392-4,2025-04-17 13:30:00,Realizacion de cirugia renal
775,2824,62237414-5,2025-04-09 10:30:00,Realizacion de cirugia neurologica
776,3381,55322795-0,2025-04-10 11:15:00,Realizacion de cirugia plastica
777,731,65660643-5,2025-04-14 11:00:00,Realizacion de cirugia abdominal
778,1524,13087595-1,2025-04-21 17:00:00,Solicitud de radiografia
779,1873,49190437-8,2025-04-24 17:30:00,Realizacion de cirugia abdominal
780,2261,33424109-6,2025-04-14 15:30:00,Realizacion de cirugia ortopedica
781,2869,37926941-4,2025-04-02 10:45:00,Realizacion de cirugia abdominal
782,661,78093216-6,2025-04-29 18:15:00,Realizacion de cirugia renal
783,1985,84638972-5,2025-04-16 18:00:00,Realizacion de cirugia otorrinolaringologica
784,3263,24554256-3,2025-04-11 13:15:00,Realizacion de cirugia renal
785,592,87997004-2,2025-04-18 18:45:00,Realizacion de cirugia otorrinolaringologica
786,929,12120279-7,2025-04-29 13:30:00,Realizacion de cirugia renal
787,945,48411300-7,2025-04-17 09:30:00,Realizacion de cirugia neurologica
788,1337,44722314-7,2025-04-13 18:15:00,Realizacion de cirugia neurologica
789,786,93827792-4,2025-04-24 12:15:00,Realizacion de cirugia plastica
790,490,20272755-6,2025-04-30 08:15:00,Realizacion de cirugia otorrinolaringologica
791,1163,32818392-4,2025-04-05 09:45:00,Realizacion de cirugia cardiovascular
792,3337,69482795-6,2025-04-26 11:00:00,Realizacion de cirugia neurologica
793,493,84295710-6,2025-04-02 18:15:00,Realizacion de cirugia ortopedica
794,537,52872009-7,2025-04-22 09:00:00,Realizacion de cirugia otorrinolaringologica
795,1960,67260949-6,2025-04-07 16:30:00,Realizacion de cirugia renal
796,2590,21774192-3,2025-04-12 11:15:00,Realizacion de cirugia neurologica
797,2690,21870177-9,2025-04-21 17:15:00,Realizacion de cirugia otorrinolaringologica
798,2725,36809677-6,2025-04-16 13:30:00,Realizacion de cirugia ortopedica
799,3062,24554256-3,2025-04-10 10:45:00,Realizacion de cirugia neurologica
800,2129,16226259-9,2025-04-16 15:45:00,Realizacion de cirugia en torax
801,871,97980836-2,2025-04-06 14:45:00,Realizacion de cirugia neurologica
802,267,12802093-1,2025-04-18 17:30:00,Realizacion de cirugia plastica
803,1747,48863238-8,2025-04-26 15:30:00,Realizacion de cirugia plastica
804,3615,90206203-1,2025-04-14 17:00:00,Realizacion de cirugia en torax
805,2399,53699466-8,2025-04-20 13:15:00,Realizacion de cirugia en torax
806,1431,33469812-2,2025-04-30 15:30:00,Realizacion de cirugia en torax
807,272,37926941-4,2025-04-19 17:30:00,Realizacion de cirugia renal
808,458,53039267-4,2025-04-23 16:45:00,Realizacion de cirugia neurologica
809,840,56809478-6,2025-04-09 11:30:00,Realizacion de cirugia en torax
810,1528,81778485-8,2025-04-15 09:00:00,Realizacion de cirugia en torax
811,2416,94761985-0,2025-04-26 12:45:00,Realizacion de cirugia en torax
812,2521,49261253-8,2025-04-09 10:45:00,Realizacion de cirugia en torax
813,69,59765653-7,2025-04-23 17:00:00,Realizacion de cirugia otorrinolaringologica
814,1764,44920115-1,2025-04-07 15:45:00,Realizacion de cirugia ortopedica
815,2980,41416859-6,2025-04-09 12:00:00,Realizacion de cirugia plastica
816,1041,59604556-2,2025-04-13 17:00:00,Realizacion de cirugia plastica
817,1959,94152364-3,2025-04-30 16:45:00,Realizacion de cirugia abdominal
818,1222,53039267-4,2025-04-25 12:45:00,Realizacion de cirugia otorrinolaringologica
819,24,40884415-9,2025-04-06 16:45:00,Realizacion de cirugia abdominal
820,1882,78310737-4,2025-04-19 14:30:00,Realizacion de cirugia neurologica
821,3081,25939458-6,2025-04-26 17:30:00,Realizacion de cirugia cardiovascular
822,678,66264861-2,2025-04-30 13:00:00,Realizacion de cirugia otorrinolaringologica
823,1617,89765444-6,2025-04-13 11:00:00,Realizacion de cirugia abdominal
824,1623,10615206-0,2025-04-19 10:15:00,Realizacion de cirugia neurologica
825,177,15074844-0,2025-04-23 13:30:00,Realizacion de cirugia ortopedica
826,2951,13087595-1,2025-04-07 13:00:00,Realizacion de cirugia renal
827,3179,50672725-4,2025-04-19 15:00:00,Realizacion de cirugia en torax
828,2378,17091110-7,2025-04-27 08:30:00,Realizacion de cirugia abdominal
829,3498,14540200-5,2025-05-01 16:15:00,Realizacion de cirugia cardiovascular
830,3188,22212788-6,2025-04-19 11:00:00,Realizacion de cirugia otorrinolaringologica
831,2915,92670172-1,2025-05-01 12:15:00,Realizacion de cirugia ortopedica
832,1953,41515034-6,2025-04-26 17:15:00,Realizacion de cirugia en torax
833,1762,50066254-1,2025-04-24 10:30:00,Realizacion de cirugia ortopedica
834,599,76332098-2,2025-04-06 15:15:00,Realizacion de cirugia renal
835,2560,12120279-7,2025-04-20 18:15:00,Realizacion de cirugia plastica
836,1212,22519178-2,2025-04-08 09:45:00,Realizacion de cirugia renal
837,73,21774192-3,2025-04-04 09:30:00,Realizacion de cirugia renal
838,3001,94361312-4,2025-04-12 09:15:00,Realizacion de cirugia neurologica
839,452,86190085-8,2025-04-09 16:45:00,Realizacion de cirugia plastica
840,2491,63952204-2,2025-04-04 13:15:00,Realizacion de cirugia otorrinolaringologica
841,1947,77724461-4,2025-04-24 16:45:00,Realizacion de cirugia renal
842,1226,24595395-3,2025-04-19 11:30:00,Realizacion de cirugia renal
843,2101,37926941-4,2025-04-19 08:45:00,Consulta general
844,2329,53407302-6,2025-04-23 13:15:00,Realizacion de cirugia cardiovascular
845,782,90160627-1,2025-04-29 12:45:00,Realizacion de cirugia otorrinolaringologica
846,3202,59604556-2,2025-04-09 16:30:00,Realizacion de cirugia neurologica
847,3403,87722745-4,2025-04-08 12:30:00,Realizacion de cirugia neurologica
848,2617,44480804-6,2025-04-24 11:30:00,Realizacion de cirugia renal
849,2976,75563674-2,2025-04-23 17:00:00,Realizacion de cirugia ortopedica
850,386,99550289-1,2025-04-13 15:00:00,Realizacion de cirugia en torax
851,1389,97372190-1,2025-04-25 11:30:00,Realizacion de cirugia cardiovascular
852,3673,12429516-4,2025-04-12 18:15:00,Realizacion de cirugia plastica
853,2180,67552699-5,2025-04-13 16:45:00,Realizacion de cirugia otorrinolaringologica
854,3340,95431346-9,2025-04-27 13:15:00,Realizacion de cirugia otorrinolaringologica
855,2411,74803113-9,2025-04-24 10:00:00,Realizacion de cirugia en torax
856,3176,21870177-9,2025-04-20 16:30:00,Realizacion de cirugia abdominal
857,3346,21870177-9,2025-04-29 08:00:00,Realizacion de cirugia abdominal
858,2274,39145977-2,2025-04-28 10:30:00,Realizacion de cirugia cardiovascular
859,420,55223444-3,2025-04-05 18:45:00,Realizacion de cirugia abdominal
860,2415,78310737-4,2025-04-27 09:15:00,Realizacion de cirugia ortopedica
861,345,16625683-2,2025-04-20 11:00:00,Realizacion de cirugia ortopedica
862,3314,94361312-4,2025-04-15 10:45:00,Realizacion de cirugia plastica
863,637,86332222-2,2025-04-12 18:45:00,Realizacion de cirugia neurologica
864,1774,86853828-8,2025-04-11 08:15:00,Problemas respiratorios
865,852,95838628-5,2025-04-20 18:15:00,Realizacion de cirugia ortopedica
866,1029,48263743-9,2025-04-26 14:00:00,Consulta general
867,2486,69482795-6,2025-04-10 15:00:00,Realizacion de cirugia plastica
868,3640,87997004-2,2025-04-10 17:00:00,Realizacion de cirugia cardiovascular
869,1612,38867100-7,2025-04-07 15:15:00,Realizacion de cirugia en torax
870,465,78093216-6,2025-04-26 09:45:00,Realizacion de cirugia ortopedica
871,2067,41515034-6,2025-04-30 15:30:00,Realizacion de cirugia plastica
872,555,48263743-9,2025-04-04 13:30:00,Realizacion de cirugia otorrinolaringologica
873,2679,51263568-1,2025-04-10 17:30:00,Realizacion de cirugia abdominal
874,3229,75006543-8,2025-04-17 18:00:00,Realizacion de cirugia ortopedica
875,1266,24595395-3,2025-04-15 13:15:00,Realizacion de cirugia cardiovascular
876,723,49873347-8,2025-04-07 15:15:00,Revision de cicatriz postoperatoria
877,2711,10615206-0,2025-04-18 11:00:00,Realizacion de cirugia plastica
878,2600,30716561-0,2025-04-19 15:15:00,Realizacion de cirugia abdominal
879,3394,95838628-5,2025-04-17 12:45:00,Realizacion de cirugia ortopedica
880,3217,50672725-4,2025-04-15 18:15:00,Realizacion de cirugia cardiovascular
881,120,32340622-6,2025-04-27 13:00:00,Realizacion de cirugia otorrinolaringologica
882,2430,61864673-3,2025-04-02 15:15:00,Dolor abdominal y nauseas
883,3189,88755903-1,2025-04-03 12:30:00,Realizacion de cirugia neurologica
884,405,24735893-2,2025-04-17 12:00:00,Realizacion de cirugia ortopedica
885,726,21509837-2,2025-04-27 16:30:00,Realizacion de cirugia renal
886,2278,68316971-1,2025-04-03 11:15:00,Realizacion de cirugia ortopedica
887,488,72795772-4,2025-04-30 08:15:00,Problemas respiratorios
888,3525,77121423-7,2025-04-18 15:15:00,Dolor abdominal y nauseas
889,1374,10615206-0,2025-04-03 08:00:00,Realizacion de cirugia ortopedica
890,639,20940665-3,2025-04-10 10:45:00,Realizacion de cirugia renal
891,2322,69145853-7,2025-04-18 14:15:00,Realizacion de cirugia plastica
892,1461,90942860-9,2025-04-19 10:00:00,Realizacion de cirugia en torax
893,604,96253618-2,2025-04-24 08:15:00,Realizacion de cirugia ortopedica
894,607,55539940-3,2025-04-22 11:15:00,Problemas respiratorios
895,3300,21398093-5,2025-04-29 16:45:00,Realizacion de cirugia otorrinolaringologica
896,3509,52872009-7,2025-04-17 16:15:00,Realizacion de cirugia cardiovascular
897,1751,49873347-8,2025-04-02 09:30:00,Realizacion de cirugia otorrinolaringologica
898,2780,25811298-1,2025-04-28 12:00:00,Solicitud de radiografia
899,3643,51263568-1,2025-04-24 13:45:00,Realizacion de cirugia en torax
900,1838,51992140-2,2025-04-28 15:00:00,Realizacion de cirugia ortopedica
901,5,31462078-5,2025-04-18 11:00:00,Realizacion de cirugia ortopedica
902,566,78803927-1,2025-04-06 08:15:00,Realizacion de cirugia ortopedica
903,551,53375085-5,2025-04-05 18:00:00,Realizacion de cirugia ortopedica
904,3336,55790193-3,2025-05-01 11:30:00,Realizacion de cirugia renal
905,257,45623694-9,2025-04-23 14:00:00,Realizacion de cirugia neurologica
906,1698,64744316-9,2025-04-07 17:15:00,Realizacion de cirugia ortopedica
907,3034,24554256-3,2025-04-19 12:15:00,Realizacion de cirugia abdominal
908,2057,15074844-0,2025-04-08 18:15:00,Realizacion de cirugia cardiovascular
909,2708,41416859-6,2025-04-24 17:30:00,Realizacion de cirugia otorrinolaringologica
910,2524,66594934-8,2025-04-13 15:00:00,Realizacion de cirugia en torax
911,2265,47192537-4,2025-04-03 17:45:00,Realizacion de cirugia renal
912,2449,97926155-6,2025-04-04 11:00:00,Realizacion de cirugia renal
913,1860,34310135-9,2025-04-03 15:45:00,Realizacion de cirugia plastica
914,740,12457845-7,2025-04-05 08:45:00,Consulta general
915,2011,53337367-3,2025-05-01 11:15:00,Realizacion de cirugia renal
916,2258,95838628-5,2025-04-29 17:00:00,Realizacion de cirugia en torax
917,2886,25811298-1,2025-04-07 12:30:00,Realizacion de cirugia otorrinolaringologica
918,2704,86853828-8,2025-04-23 09:30:00,Realizacion de cirugia renal
919,293,43024906-8,2025-04-16 17:30:00,Realizacion de cirugia ortopedica
920,1885,55643376-9,2025-04-10 09:15:00,Realizacion de cirugia neurologica
921,3583,40388373-6,2025-04-04 16:15:00,Realizacion de cirugia cardiovascular
922,2016,70026603-3,2025-04-22 17:45:00,Realizacion de cirugia en torax
923,2958,74803113-9,2025-04-18 15:45:00,Realizacion de cirugia en torax
924,665,22212788-6,2025-04-06 08:00:00,Realizacion de cirugia otorrinolaringologica
925,2635,60775663-1,2025-04-04 12:00:00,Realizacion de cirugia ortopedica
926,575,75006543-8,2025-04-24 08:45:00,Realizacion de cirugia ortopedica
927,3649,94361312-4,2025-04-04 16:15:00,Realizacion de cirugia en torax
928,2084,89066256-8,2025-04-21 11:15:00,Realizacion de cirugia abdominal
929,2271,83733104-2,2025-04-28 11:15:00,Realizacion de cirugia abdominal
930,1146,12429516-4,2025-04-17 10:45:00,Realizacion de cirugia neurologica
931,2386,48411300-7,2025-04-02 14:30:00,Realizacion de cirugia otorrinolaringologica
932,1813,65484630-3,2025-04-03 16:00:00,Realizacion de cirugia cardiovascular
933,2157,33424109-6,2025-04-23 17:30:00,Realizacion de cirugia renal
934,1963,89765444-6,2025-04-22 13:15:00,Realizacion de cirugia otorrinolaringologica
935,3286,11852079-8,2025-04-15 16:30:00,Consulta general
936,736,78310737-4,2025-04-05 11:00:00,Realizacion de cirugia renal
937,1694,35405564-1,2025-04-16 11:45:00,Realizacion de cirugia cardiovascular
938,461,36428633-7,2025-04-27 09:30:00,Realizacion de cirugia plastica
939,2028,25811298-1,2025-04-30 11:45:00,Realizacion de cirugia abdominal
940,3329,86190085-8,2025-04-28 12:30:00,Realizacion de cirugia plastica
941,2426,11852079-8,2025-04-06 09:15:00,Solicitud de radiografia
942,993,49190437-8,2025-04-10 14:30:00,Realizacion de cirugia abdominal
943,1515,79018541-2,2025-04-24 10:15:00,Realizacion de cirugia cardiovascular
944,3382,33469812-2,2025-04-05 17:30:00,Realizacion de cirugia otorrinolaringologica
945,2360,14875579-3,2025-04-05 15:00:00,Realizacion de cirugia cardiovascular
946,792,97926155-6,2025-04-12 12:30:00,Realizacion de cirugia en torax
947,3658,32043482-6,2025-04-10 17:15:00,Realizacion de cirugia otorrinolaringologica
948,1712,23788335-3,2025-04-23 15:30:00,Realizacion de cirugia plastica
949,2634,61617949-1,2025-04-18 17:15:00,Revision de cicatriz postoperatoria
950,557,65310865-3,2025-04-17 09:30:00,Realizacion de cirugia plastica
951,235,79159576-1,2025-04-30 13:45:00,Realizacion de cirugia neurologica
952,2772,94152364-3,2025-04-04 15:00:00,Realizacion de cirugia en torax
953,1786,23124705-7,2025-04-28 16:00:00,Realizacion de cirugia renal
954,2050,45152877-6,2025-04-21 10:00:00,Realizacion de cirugia ortopedica
955,2243,49261253-8,2025-04-12 12:30:00,Realizacion de cirugia neurologica
956,3483,65660643-5,2025-04-14 18:45:00,Realizacion de cirugia plastica
957,457,95595189-5,2025-04-11 12:30:00,Realizacion de cirugia abdominal
958,2281,32090021-3,2025-04-14 11:15:00,Realizacion de cirugia neurologica
959,3084,95010809-6,2025-04-19 15:15:00,Realizacion de cirugia abdominal
960,1970,47192537-4,2025-04-22 08:00:00,Realizacion de cirugia abdominal
961,2436,97980836-2,2025-04-24 12:30:00,Dolor abdominal y nauseas
962,539,51263568-1,2025-04-06 16:45:00,Realizacion de cirugia plastica
963,1800,49771636-9,2025-04-23 13:45:00,Realizacion de cirugia cardiovascular
964,1437,35405564-1,2025-04-12 16:15:00,Solicitud de radiografia
965,2731,32601187-2,2025-04-21 12:45:00,Realizacion de cirugia renal
966,2916,36809677-6,2025-04-20 16:45:00,Realizacion de cirugia neurologica
967,1851,19557494-0,2025-04-22 17:30:00,Realizacion de cirugia plastica
968,3251,27075358-5,2025-04-14 15:15:00,Realizacion de cirugia otorrinolaringologica
969,2001,91766615-6,2025-05-01 18:45:00,Realizacion de cirugia en torax
970,271,14540200-5,2025-04-28 08:00:00,Problemas respiratorios
971,1257,86853828-8,2025-04-18 15:30:00,Realizacion de cirugia cardiovascular
972,2213,41710986-9,2025-04-10 08:30:00,Realizacion de cirugia cardiovascular
973,2442,10615206-0,2025-04-18 15:00:00,Realizacion de cirugia renal
974,1869,95010809-6,2025-04-27 17:30:00,Realizacion de cirugia ortopedica
975,756,85033698-2,2025-04-18 17:15:00,Realizacion de cirugia ortopedica
976,339,55322795-0,2025-04-27 17:00:00,Realizacion de cirugia neurologica
977,3591,17973044-7,2025-04-15 09:00:00,Consulta general
978,569,24595395-3,2025-04-18 09:15:00,Realizacion de cirugia plastica
979,994,22769853-9,2025-04-09 13:00:00,Realizacion de cirugia plastica
980,2556,70414825-8,2025-04-05 17:30:00,Realizacion de cirugia otorrinolaringologica
981,416,87722745-4,2025-04-12 13:45:00,Realizacion de cirugia neurologica
982,1926,78785402-2,2025-04-20 14:00:00,Realizacion de cirugia cardiovascular
983,116,48115949-8,2025-04-19 12:15:00,Realizacion de cirugia renal
984,3448,65012894-9,2025-04-09 11:15:00,Realizacion de cirugia abdominal
985,2066,37640277-4,2025-04-22 18:45:00,Realizacion de cirugia ortopedica
986,3254,96998252-1,2025-04-07 08:00:00,Realizacion de cirugia cardiovascular
987,3021,35405564-1,2025-04-28 18:15:00,Realizacion de cirugia abdominal
988,937,68316971-1,2025-04-08 14:15:00,Realizacion de cirugia ortopedica
989,2728,31950796-6,2025-04-26 17:00:00,Realizacion de cirugia renal
990,126,79159576-1,2025-04-05 16:00:00,Realizacion de cirugia cardiovascular
991,618,35405564-1,2025-04-03 17:00:00,Realizacion de cirugia otorrinolaringologica
992,2888,37035246-9,2025-04-10 08:00:00,Realizacion de cirugia abdominal
993,829,61617949-1,2025-04-12 13:15:00,Realizacion de cirugia renal
994,2843,38867100-7,2025-04-09 11:45:00,Realizacion de cirugia renal
995,1973,78093216-6,2025-04-19 15:00:00,Problemas respiratorios
996,3026,41515034-6,2025-04-04 14:15:00,Realizacion de cirugia en torax
997,1192,99550289-1,2025-04-12 18:30:00,Realizacion de cirugia renal
998,1058,46930558-3,2025-04-23 09:15:00,Realizacion de cirugia en torax
999,1424,99352036-1,2025-04-29 13:45:00,Realizacion de cirugia renal
1000,2489,13560469-0,2025-04-03 11:00:00,Realizacion de cirugia otorrinolaringologica
1001,1711,14540200-5,2025-04-18 11:45:00,Realizacion de cirugia neurologica
1002,203,67552699-5,2025-04-29 17:45:00,Realizacion de cirugia en torax
1003,1484,56565081-1,2025-04-09 12:00:00,Realizacion de cirugia abdominal
1004,533,37035246-9,2025-04-25 17:30:00,Realizacion de cirugia plastica
1005,2238,59765653-7,2025-04-15 17:45:00,Realizacion de cirugia plastica
1006,2918,29962868-0,2025-04-05 11:15:00,Realizacion de cirugia en torax
1007,286,21774192-3,2025-04-18 10:00:00,Realizacion de cirugia otorrinolaringologica
1008,58,49197992-8,2025-04-11 11:30:00,Realizacion de cirugia neurologica
1009,1090,37926941-4,2025-04-30 15:15:00,Realizacion de cirugia plastica
1010,53,41710986-9,2025-04-05 14:15:00,Realizacion de cirugia plastica
1011,3433,11458745-0,2025-04-14 14:30:00,Problemas respiratorios
1012,2582,90942860-9,2025-04-03 14:00:00,Solicitud de examen de sangre
1013,3490,40388373-6,2025-04-11 13:45:00,Realizacion de cirugia cardiovascular
1014,1548,55223444-3,2025-04-05 09:30:00,Realizacion de cirugia neurologica
1015,3280,98418033-8,2025-04-11 15:15:00,Realizacion de cirugia en torax
1016,3148,68040732-2,2025-04-15 18:30:00,Realizacion de cirugia ortopedica
1017,728,32818392-4,2025-04-04 11:45:00,Realizacion de cirugia ortopedica
1018,1835,76332098-2,2025-04-03 09:45:00,Realizacion de cirugia plastica
1019,1174,91766615-6,2025-04-12 16:30:00,Realizacion de cirugia en torax
1020,2336,36809677-6,2025-04-05 08:30:00,Realizacion de cirugia cardiovascular
1021,1396,42856973-7,2025-04-20 15:00:00,Realizacion de cirugia en torax
1022,800,89066256-8,2025-04-30 09:45:00,Realizacion de cirugia ortopedica
1023,1343,50672725-4,2025-04-23 17:00:00,Realizacion de cirugia abdominal
1024,990,98720208-3,2025-04-18 15:45:00,Realizacion de cirugia abdominal
1025,1331,87751822-9,2025-04-16 15:30:00,Realizacion de cirugia cardiovascular
1026,2128,65012894-9,2025-04-09 18:15:00,Realizacion de cirugia ortopedica
1027,3626,80062558-9,2025-04-30 14:15:00,Dolor abdominal y nauseas
1028,1269,10615206-0,2025-04-26 18:30:00,Realizacion de cirugia renal
1029,21,21398093-5,2025-04-03 12:45:00,Realizacion de cirugia abdominal
