id,fecha_hora,medico,personal,tipo,web,sobrecupo,estado
897,2025-04-05 12:30:00,95208514-3,78812540-6,1,no,no,0
898,2025-04-17 08:45:00,73177104-4,83332889-3,1,si,no,0
899,2025-04-06 16:30:00,95208514-3,75524136-0,1,no,no,1
900,2025-04-30 09:45:00,94023614-4,83332889-3,1,si,no,0
901,2025-04-10 16:45:00,95208514-3,21784166-4,1,no,no,0
902,2025-04-10 12:15:00,73177104-4,16394885-1,1,si,no,1
903,2025-04-16 08:30:00,95208514-3,51192824-9,1,no,no,0
904,2025-04-27 09:30:00,22767738-4,78812540-6,1,si,no,0
905,2025-04-26 16:00:00,94023614-4,78812540-6,2,no,no,1
906,2025-04-19 09:30:00,95208514-3,37899207-9,1,si,no,0
907,2025-04-07 14:45:00,86209409-0,30387339-7,1,no,no,0
908,2025-04-05 13:30:00,22767738-4,21784166-4,1,si,no,1
909,2025-04-23 17:15:00,57378727-6,51192824-9,1,si,no,1
910,2025-04-29 12:00:00,73177104-4,78812540-6,1,si,no,1
911,2025-04-16 11:45:00,94023614-4,83332889-3,2,no,no,0
912,2025-04-15 15:00:00,94023614-4,83332889-3,2,no,no,0
913,2025-04-09 08:00:00,57378727-6,83332889-3,1,no,no,0
914,2025-04-18 16:30:00,22767738-4,51192824-9,2,no,no,0
915,2025-04-05 11:30:00,86209409-0,30387339-7,1,no,no,0
916,2025-04-26 18:15:00,73177104-4,30387339-7,1,no,no,1
917,2025-04-18 14:15:00,22767738-4,37899207-9,1,si,no,1
918,2025-04-12 15:15:00,22767738-4,75524136-0,1,no,no,0
919,2025-04-06 16:00:00,95208514-3,78812540-6,1,no,no,1
920,2025-04-04 10:45:00,94023614-4,83332889-3,2,no,no,1
921,2025-04-13 16:30:00,95208514-3,83332889-3,1,no,no,1
922,2025-04-21 13:45:00,95208514-3,75524136-0,2,no,no,0
923,2025-04-12 08:45:00,57378727-6,83332889-3,2,no,no,1
924,2025-04-05 14:00:00,22767738-4,21784166-4,1,si,no,2
925,2025-04-02 11:45:00,73177104-4,75524136-0,1,si,no,0
926,2025-04-12 15:45:00,57378727-6,75524136-0,2,no,no,1
927,2025-04-17 11:30:00,94023614-4,51192824-9,1,si,no,1
928,2025-04-05 13:15:00,73177104-4,37899207-9,1,no,no,1
929,2025-04-22 15:00:00,73177104-4,21784166-4,2,no,no,1
930,2025-05-01 17:30:00,22767738-4,21784166-4,1,si,no,1
931,2025-04-12 15:45:00,95208514-3,21784166-4,1,no,no,1
932,2025-04-15 09:00:00,94023614-4,75524136-0,1,si,no,1
933,2025-04-17 12:45:00,22767738-4,83332889-3,2,no,no,1
934,2025-04-24 16:45:00,94023614-4,16394885-1,1,si,no,0
935,2025-04-24 10:45:00,73177104-4,75524136-0,1,si,no,0
936,2025-05-01 11:15:00,57378727-6,83332889-3,1,si,no,0
937,2025-04-05 13:15:00,57378727-6,78812540-6,2,no,no,1
938,2025-04-13 13:00:00,22767738-4,75524136-0,1,no,no,0
939,2025-04-26 13:15:00,22767738-4,37899207-9,1,si,no,1
940,2025-04-04 17:45:00,94023614-4,21784166-4,2,no,no,0
941,2025-04-17 10:45:00,95208514-3,37899207-9,1,no,no,0
942,2025-04-10 17:30:00,57378727-6,21784166-4,1,si,no,1
943,2025-04-09 12:00:00,94023614-4,83332889-3,2,no,no,0
944,2025-04-14 17:45:00,73177104-4,16394885-1,1,si,no,1
945,2025-04-14 10:00:00,73177104-4,21784166-4,2,no,no,1
946,2025-04-11 08:15:00,94023614-4,75524136-0,1,no,no,1
947,2025-04-26 09:45:00,94023614-4,30387339-7,1,si,no,1
948,2025-04-29 12:45:00,95208514-3,83332889-3,1,si,no,0
949,2025-04-06 10:30:00,95208514-3,37899207-9,1,no,no,0
950,2025-04-23 14:15:00,22767738-4,37899207-9,1,no,no,1
951,2025-04-07 17:15:00,95208514-3,30387339-7,2,no,no,2
952,2025-04-20 09:45:00,73177104-4,78812540-6,1,si,no,0
953,2025-04-15 17:15:00,22767738-4,83332889-3,1,no,no,1
954,2025-04-19 10:30:00,22767738-4,78812540-6,1,no,no,0
955,2025-04-02 16:00:00,73177104-4,51192824-9,1,si,no,1
956,2025-04-20 09:45:00,22767738-4,75524136-0,1,no,no,0
957,2025-04-13 16:30:00,73177104-4,51192824-9,1,si,no,1
958,2025-04-02 11:15:00,57378727-6,78812540-6,1,no,no,0
959,2025-04-10 11:45:00,73177104-4,21784166-4,1,si,no,1
960,2025-04-04 15:15:00,86209409-0,51192824-9,1,no,no,0
961,2025-04-10 11:00:00,57378727-6,21784166-4,1,no,no,1
962,2025-04-10 14:15:00,73177104-4,83332889-3,1,si,no,1
963,2025-04-13 18:45:00,73177104-4,78812540-6,2,no,no,0
964,2025-04-18 10:15:00,57378727-6,51192824-9,1,no,no,1
965,2025-04-22 14:00:00,22767738-4,75524136-0,1,si,no,1
966,2025-04-23 14:00:00,73177104-4,30387339-7,2,no,no,0
967,2025-04-11 11:30:00,86209409-0,51192824-9,1,si,no,2
968,2025-05-01 09:00:00,95208514-3,21784166-4,1,si,no,0
969,2025-04-13 14:30:00,57378727-6,51192824-9,1,no,no,0
970,2025-04-05 16:00:00,94023614-4,51192824-9,1,no,no,0
971,2025-04-24 12:15:00,73177104-4,75524136-0,2,no,no,1
972,2025-04-11 08:45:00,73177104-4,37899207-9,2,no,no,1
973,2025-04-29 12:30:00,22767738-4,16394885-1,1,si,no,1
974,2025-04-17 10:00:00,94023614-4,21784166-4,1,si,no,0
975,2025-04-10 17:45:00,57378727-6,75524136-0,1,no,no,0
976,2025-04-09 11:15:00,86209409-0,30387339-7,1,no,no,1
977,2025-04-21 15:00:00,57378727-6,30387339-7,1,si,no,1
978,2025-04-19 08:45:00,95208514-3,16394885-1,1,si,no,1
979,2025-04-04 14:15:00,57378727-6,83332889-3,1,no,no,1
980,2025-04-06 15:45:00,86209409-0,75524136-0,1,si,no,1
981,2025-04-23 14:30:00,86209409-0,37899207-9,1,no,no,0
982,2025-04-07 11:00:00,95208514-3,21784166-4,1,no,no,1
983,2025-04-28 11:30:00,86209409-0,30387339-7,1,no,no,0
984,2025-04-22 16:30:00,86209409-0,78812540-6,1,si,no,2
985,2025-04-13 12:30:00,57378727-6,75524136-0,1,si,no,1
986,2025-04-05 09:15:00,94023614-4,83332889-3,2,no,no,1
987,2025-04-26 15:15:00,95208514-3,75524136-0,2,no,no,1
988,2025-05-01 11:45:00,95208514-3,75524136-0,1,si,no,1
989,2025-04-28 10:15:00,57378727-6,37899207-9,2,no,no,0
990,2025-04-03 17:00:00,94023614-4,83332889-3,1,no,no,1
991,2025-04-29 17:30:00,94023614-4,51192824-9,2,no,no,0
992,2025-04-15 15:15:00,86209409-0,21784166-4,1,no,no,0
993,2025-04-19 11:15:00,94023614-4,37899207-9,1,si,no,2
994,2025-04-18 11:00:00,73177104-4,30387339-7,1,si,no,0
995,2025-04-07 17:15:00,22767738-4,78812540-6,1,no,no,1
996,2025-04-12 09:30:00,94023614-4,75524136-0,1,no,no,1
997,2025-04-03 17:00:00,22767738-4,21784166-4,2,no,no,0
998,2025-04-13 15:00:00,94023614-4,30387339-7,1,no,no,1
999,2025-04-03 12:00:00,86209409-0,16394885-1,1,no,no,1
1000,2025-04-03 09:00:00,22767738-4,30387339-7,1,no,no,0
1001,2025-04-06 18:15:00,95208514-3,78812540-6,1,si,no,1
1002,2025-04-22 11:00:00,73177104-4,78812540-6,1,no,no,0
1003,2025-04-09 13:45:00,94023614-4,75524136-0,1,no,no,1
1004,2025-04-20 12:00:00,57378727-6,16394885-1,1,no,no,1
1005,2025-04-25 12:15:00,57378727-6,21784166-4,2,no,no,0
1006,2025-04-30 12:30:00,94023614-4,16394885-1,1,si,no,1
1007,2025-04-21 14:30:00,95208514-3,75524136-0,2,no,no,1
1008,2025-04-24 17:30:00,94023614-4,78812540-6,1,no,no,1
1009,2025-04-02 12:00:00,57378727-6,16394885-1,1,si,no,0
1010,2025-04-10 15:00:00,95208514-3,16394885-1,2,no,no,1
1011,2025-04-09 13:00:00,22767738-4,51192824-9,2,no,no,2
1012,2025-04-08 13:45:00,95208514-3,21784166-4,1,si,no,0
1013,2025-04-15 09:45:00,95208514-3,78812540-6,1,si,no,0
1014,2025-04-15 13:15:00,22767738-4,78812540-6,1,si,no,1
1015,2025-04-30 14:45:00,73177104-4,21784166-4,2,no,no,1
1016,2025-04-27 09:30:00,22767738-4,83332889-3,1,si,no,1
1017,2025-04-04 18:15:00,73177104-4,16394885-1,2,no,no,0
1018,2025-04-02 10:30:00,94023614-4,21784166-4,1,si,no,0
1019,2025-04-15 08:15:00,73177104-4,16394885-1,2,no,no,1
1020,2025-04-05 12:15:00,73177104-4,16394885-1,2,no,no,0
1021,2025-04-17 16:00:00,95208514-3,75524136-0,1,no,no,1
1022,2025-04-13 13:45:00,22767738-4,75524136-0,1,no,no,0
1023,2025-04-06 16:15:00,86209409-0,37899207-9,2,no,no,1
1024,2025-04-09 15:30:00,95208514-3,37899207-9,2,no,no,0
1025,2025-04-21 17:00:00,57378727-6,37899207-9,1,no,no,1
1026,2025-04-08 13:30:00,73177104-4,83332889-3,1,no,no,1
1027,2025-04-23 09:00:00,22767738-4,78812540-6,1,si,no,1
1028,2025-04-08 15:15:00,95208514-3,83332889-3,1,si,no,0
1029,2025-04-07 15:45:00,94023614-4,16394885-1,2,no,no,1
1030,2025-04-06 16:00:00,57378727-6,75524136-0,1,no,no,1
1031,2025-04-25 11:00:00,73177104-4,37899207-9,1,si,no,0
1032,2025-04-28 12:30:00,86209409-0,78812540-6,1,si,no,1
1033,2025-04-16 12:00:00,73177104-4,16394885-1,1,si,no,2
1034,2025-04-20 11:00:00,94023614-4,51192824-9,1,si,no,0
1035,2025-04-18 18:45:00,95208514-3,83332889-3,2,no,no,0
1036,2025-04-08 15:15:00,94023614-4,83332889-3,2,no,no,0
1037,2025-04-04 08:30:00,22767738-4,78812540-6,1,si,no,1
1038,2025-04-29 08:15:00,94023614-4,16394885-1,1,si,no,1
1039,2025-04-08 17:00:00,57378727-6,83332889-3,2,no,no,0
1040,2025-04-14 15:45:00,22767738-4,16394885-1,1,no,no,1
1041,2025-04-22 09:45:00,95208514-3,21784166-4,1,no,no,1
1042,2025-04-28 16:00:00,94023614-4,16394885-1,2,no,no,0
1043,2025-04-25 15:45:00,95208514-3,30387339-7,1,no,no,2
1044,2025-04-15 13:45:00,22767738-4,83332889-3,1,si,no,0
1045,2025-04-22 18:30:00,94023614-4,51192824-9,1,no,no,1
1046,2025-04-12 15:15:00,22767738-4,83332889-3,1,no,no,1
1047,2025-04-18 12:00:00,86209409-0,30387339-7,2,no,no,0
1048,2025-04-22 13:00:00,95208514-3,78812540-6,1,no,no,0
1049,2025-04-23 08:30:00,57378727-6,16394885-1,1,si,no,0
1050,2025-04-04 09:00:00,86209409-0,78812540-6,1,si,no,1
1051,2025-04-17 16:45:00,95208514-3,16394885-1,2,no,no,1
1052,2025-04-10 16:45:00,22767738-4,83332889-3,1,si,no,0
1053,2025-04-22 09:30:00,94023614-4,37899207-9,2,no,no,1
1054,2025-04-08 09:15:00,73177104-4,83332889-3,1,no,no,0
1055,2025-04-11 15:45:00,73177104-4,37899207-9,2,no,no,1
1056,2025-04-25 16:15:00,86209409-0,75524136-0,1,no,no,1
1057,2025-04-09 17:00:00,22767738-4,30387339-7,2,no,no,0
1058,2025-04-14 16:30:00,57378727-6,83332889-3,1,no,no,1
1059,2025-04-24 13:00:00,94023614-4,75524136-0,1,no,no,2
1060,2025-04-18 15:15:00,95208514-3,30387339-7,1,si,no,0
1061,2025-04-25 11:00:00,57378727-6,21784166-4,1,si,no,1
1062,2025-04-19 17:30:00,57378727-6,83332889-3,1,si,no,1
1063,2025-04-22 14:30:00,94023614-4,37899207-9,1,si,no,1
1064,2025-05-01 16:15:00,73177104-4,16394885-1,1,si,no,1
1065,2025-04-26 15:30:00,95208514-3,51192824-9,1,no,no,0
1066,2025-04-30 10:30:00,94023614-4,75524136-0,1,no,no,2
1067,2025-04-05 12:30:00,94023614-4,21784166-4,2,no,no,0
1068,2025-04-08 17:30:00,57378727-6,78812540-6,1,no,no,1
1069,2025-04-16 15:30:00,94023614-4,21784166-4,1,no,no,1
1070,2025-04-03 14:30:00,95208514-3,75524136-0,1,no,no,1
1071,2025-04-13 18:45:00,94023614-4,51192824-9,1,si,no,1
1072,2025-04-27 13:45:00,86209409-0,75524136-0,1,no,no,0
1073,2025-04-17 08:00:00,57378727-6,83332889-3,1,si,no,0
1074,2025-04-11 14:15:00,94023614-4,83332889-3,2,no,no,2
1075,2025-04-09 11:30:00,73177104-4,30387339-7,1,si,no,1
1076,2025-04-17 08:45:00,86209409-0,83332889-3,1,no,no,0
1077,2025-04-11 16:30:00,73177104-4,37899207-9,1,si,no,1
1078,2025-04-09 18:15:00,57378727-6,83332889-3,2,no,no,0
1079,2025-04-24 15:00:00,22767738-4,16394885-1,1,no,no,1
1080,2025-04-03 12:15:00,73177104-4,21784166-4,1,si,no,0
1081,2025-04-13 09:30:00,73177104-4,37899207-9,2,no,no,0
1082,2025-04-11 15:45:00,22767738-4,16394885-1,1,no,no,1
1083,2025-04-18 17:45:00,86209409-0,83332889-3,1,no,no,1
1084,2025-04-21 09:15:00,86209409-0,83332889-3,2,no,no,1
1085,2025-04-02 14:15:00,57378727-6,78812540-6,1,no,no,0
1086,2025-04-17 16:00:00,94023614-4,83332889-3,1,si,no,0
1087,2025-04-15 13:15:00,86209409-0,51192824-9,1,no,no,1
1088,2025-04-03 11:30:00,86209409-0,30387339-7,1,si,no,1
1089,2025-04-12 11:15:00,95208514-3,75524136-0,2,no,no,1
1090,2025-04-09 09:45:00,22767738-4,75524136-0,1,no,no,1
1091,2025-04-30 16:45:00,94023614-4,16394885-1,1,si,no,0
1092,2025-04-26 15:45:00,57378727-6,75524136-0,1,no,no,0
1093,2025-04-16 13:00:00,22767738-4,30387339-7,2,no,no,0
1094,2025-04-19 09:00:00,22767738-4,75524136-0,1,no,no,0
1095,2025-04-08 13:00:00,95208514-3,21784166-4,1,si,no,0
1096,2025-04-07 10:45:00,95208514-3,78812540-6,1,si,no,0
1097,2025-04-29 16:15:00,57378727-6,37899207-9,1,si,no,1
1098,2025-04-11 16:15:00,95208514-3,16394885-1,1,no,no,1
1099,2025-04-22 15:15:00,94023614-4,37899207-9,2,no,no,0
1100,2025-04-28 09:45:00,57378727-6,78812540-6,1,si,no,1
1101,2025-04-02 12:00:00,73177104-4,78812540-6,2,no,no,1
1102,2025-04-03 09:15:00,86209409-0,16394885-1,1,no,no,1
1103,2025-04-08 11:00:00,95208514-3,75524136-0,1,si,no,1
1104,2025-04-02 08:15:00,95208514-3,75524136-0,2,no,no,1
1105,2025-04-29 08:15:00,57378727-6,16394885-1,1,si,no,1
1106,2025-04-19 17:45:00,73177104-4,51192824-9,1,no,no,0
1107,2025-04-17 12:15:00,95208514-3,21784166-4,2,no,no,1
1108,2025-04-11 08:15:00,73177104-4,75524136-0,2,no,no,0
1109,2025-04-10 10:45:00,95208514-3,75524136-0,1,no,no,0
1110,2025-04-15 12:45:00,73177104-4,30387339-7,2,no,no,1
1111,2025-04-10 16:45:00,94023614-4,83332889-3,2,no,no,1
1112,2025-04-16 09:45:00,22767738-4,83332889-3,1,si,no,0
1113,2025-04-22 08:45:00,73177104-4,75524136-0,1,no,no,0
1114,2025-04-18 13:00:00,22767738-4,75524136-0,1,no,no,0
1115,2025-04-10 18:00:00,57378727-6,37899207-9,1,no,no,1
1116,2025-04-27 10:30:00,86209409-0,78812540-6,1,si,no,0
1117,2025-04-25 18:15:00,86209409-0,78812540-6,1,si,no,1
1118,2025-04-09 12:45:00,73177104-4,21784166-4,2,no,no,2
1119,2025-04-06 13:30:00,94023614-4,16394885-1,1,no,no,1
1120,2025-04-03 14:30:00,95208514-3,51192824-9,1,si,no,1
1121,2025-04-21 10:15:00,22767738-4,83332889-3,1,si,no,0
1122,2025-04-05 18:45:00,73177104-4,75524136-0,2,no,no,1
1123,2025-04-10 14:00:00,95208514-3,37899207-9,1,no,no,0
1124,2025-04-19 13:00:00,57378727-6,16394885-1,1,si,no,1
1125,2025-04-30 15:00:00,57378727-6,16394885-1,1,no,no,1
1126,2025-04-18 16:30:00,86209409-0,21784166-4,2,no,no,0
1127,2025-04-14 13:15:00,73177104-4,30387339-7,2,no,no,1
1128,2025-04-15 17:45:00,73177104-4,75524136-0,2,no,no,0
1129,2025-05-01 13:15:00,22767738-4,78812540-6,1,si,no,1
1130,2025-04-18 14:30:00,57378727-6,21784166-4,1,si,no,0
1131,2025-04-21 15:00:00,95208514-3,21784166-4,1,si,no,0
1132,2025-04-26 15:30:00,86209409-0,37899207-9,1,no,no,0
1133,2025-04-17 12:15:00,73177104-4,21784166-4,1,si,no,0
1134,2025-04-06 17:00:00,86209409-0,83332889-3,2,no,no,0
1135,2025-04-23 13:15:00,94023614-4,78812540-6,1,no,no,1
1136,2025-04-05 16:15:00,86209409-0,83332889-3,1,no,no,1
1137,2025-04-05 11:15:00,73177104-4,21784166-4,1,si,no,0
1138,2025-04-07 17:00:00,95208514-3,51192824-9,1,si,no,0
1139,2025-04-27 16:45:00,57378727-6,78812540-6,1,no,no,0
1140,2025-04-03 09:30:00,57378727-6,37899207-9,1,no,no,0
1141,2025-05-01 15:00:00,73177104-4,16394885-1,1,no,no,0
1142,2025-04-09 15:15:00,95208514-3,51192824-9,2,no,no,1
1143,2025-04-12 15:00:00,86209409-0,16394885-1,1,si,no,1
1144,2025-04-27 15:00:00,95208514-3,37899207-9,1,no,no,0
1145,2025-04-02 15:45:00,86209409-0,21784166-4,1,si,no,1
1146,2025-04-29 16:00:00,22767738-4,21784166-4,1,si,no,1
1147,2025-04-18 18:30:00,94023614-4,21784166-4,1,no,no,0
1148,2025-05-01 13:00:00,22767738-4,30387339-7,1,si,no,1
1149,2025-04-25 10:30:00,86209409-0,75524136-0,1,si,no,1
1150,2025-04-29 17:15:00,73177104-4,37899207-9,2,no,no,1
1151,2025-04-14 08:45:00,94023614-4,21784166-4,2,no,no,0
1152,2025-04-11 08:30:00,94023614-4,30387339-7,1,si,no,1
1153,2025-04-04 08:30:00,22767738-4,21784166-4,1,si,no,0
1154,2025-04-19 11:00:00,94023614-4,21784166-4,1,no,no,0
1155,2025-04-27 11:45:00,22767738-4,16394885-1,2,no,no,0
1156,2025-04-24 14:00:00,86209409-0,16394885-1,2,no,no,0
1157,2025-04-12 16:30:00,94023614-4,30387339-7,1,si,no,0
1158,2025-04-06 17:45:00,57378727-6,16394885-1,2,no,no,1
1159,2025-04-26 09:30:00,22767738-4,16394885-1,1,no,no,1
1160,2025-04-17 14:15:00,86209409-0,83332889-3,1,no,no,2
1161,2025-04-04 17:15:00,86209409-0,78812540-6,2,no,no,1
1162,2025-04-13 08:45:00,86209409-0,78812540-6,1,si,no,1
1163,2025-04-30 18:45:00,22767738-4,16394885-1,2,no,no,0
1164,2025-04-18 12:15:00,57378727-6,75524136-0,1,no,no,0
1165,2025-04-21 14:45:00,22767738-4,51192824-9,2,no,no,0
1166,2025-04-30 14:30:00,86209409-0,30387339-7,1,no,no,1
1167,2025-04-03 13:30:00,57378727-6,51192824-9,2,no,no,1
1168,2025-04-30 08:00:00,86209409-0,16394885-1,1,si,no,1
1169,2025-04-13 08:00:00,94023614-4,51192824-9,2,no,no,0
1170,2025-04-25 12:30:00,94023614-4,51192824-9,1,si,no,0
1171,2025-04-11 12:00:00,95208514-3,78812540-6,1,si,no,1
1172,2025-04-11 14:45:00,22767738-4,75524136-0,2,no,no,1
1173,2025-04-15 16:15:00,57378727-6,83332889-3,1,no,no,1
1174,2025-04-15 12:15:00,57378727-6,30387339-7,1,si,no,0
1175,2025-04-13 14:30:00,73177104-4,51192824-9,1,no,no,1
1176,2025-04-05 08:00:00,57378727-6,75524136-0,1,no,no,1
1177,2025-04-18 16:00:00,94023614-4,75524136-0,2,no,no,1
1178,2025-04-20 15:45:00,95208514-3,30387339-7,2,no,no,1
1179,2025-04-05 14:30:00,73177104-4,21784166-4,2,no,no,1
1180,2025-04-29 10:15:00,86209409-0,75524136-0,2,no,no,1
1181,2025-04-18 13:30:00,94023614-4,83332889-3,2,no,no,0
1182,2025-04-28 10:15:00,57378727-6,21784166-4,1,no,no,1
1183,2025-04-19 12:45:00,95208514-3,30387339-7,1,no,no,0
1184,2025-04-30 13:15:00,94023614-4,16394885-1,2,no,no,1
1185,2025-04-13 18:15:00,94023614-4,51192824-9,2,no,no,2
1186,2025-04-14 11:30:00,73177104-4,16394885-1,1,si,no,1
1187,2025-04-24 18:45:00,94023614-4,30387339-7,1,no,no,0
1188,2025-04-14 14:00:00,86209409-0,51192824-9,1,si,no,0
1189,2025-04-24 08:00:00,86209409-0,78812540-6,1,si,no,1
1190,2025-04-06 08:30:00,86209409-0,16394885-1,1,no,no,0
1191,2025-04-15 12:30:00,86209409-0,75524136-0,1,no,no,0
1192,2025-04-18 10:00:00,95208514-3,83332889-3,2,no,no,1
1193,2025-04-12 08:15:00,57378727-6,21784166-4,2,no,no,0
1194,2025-04-15 08:45:00,73177104-4,16394885-1,1,no,no,0
1195,2025-04-25 08:30:00,57378727-6,78812540-6,2,no,no,1
1196,2025-04-12 15:45:00,94023614-4,51192824-9,2,no,no,1
1197,2025-04-18 13:45:00,95208514-3,78812540-6,1,si,no,0
1198,2025-04-03 18:00:00,86209409-0,16394885-1,1,si,no,1
1199,2025-04-06 11:15:00,57378727-6,83332889-3,2,no,no,1
1200,2025-05-01 18:00:00,94023614-4,75524136-0,1,si,no,0
1201,2025-04-08 09:45:00,22767738-4,51192824-9,2,no,no,1
1202,2025-04-28 10:30:00,95208514-3,83332889-3,1,si,no,0
1203,2025-04-24 14:30:00,86209409-0,75524136-0,1,si,no,1
1204,2025-04-14 12:00:00,57378727-6,37899207-9,1,no,no,1
1205,2025-04-16 17:30:00,57378727-6,30387339-7,1,no,no,1
1206,2025-04-28 18:45:00,95208514-3,75524136-0,2,no,no,1
1207,2025-04-29 16:00:00,94023614-4,51192824-9,2,no,no,0
1208,2025-04-12 18:15:00,94023614-4,21784166-4,1,si,no,0
1209,2025-04-18 08:00:00,57378727-6,30387339-7,1,no,no,1
1210,2025-04-15 16:15:00,57378727-6,75524136-0,1,no,no,0
1211,2025-04-30 17:00:00,57378727-6,21784166-4,2,no,no,0
1212,2025-04-04 15:00:00,57378727-6,78812540-6,2,no,no,1
1213,2025-04-21 13:15:00,22767738-4,78812540-6,1,si,no,0
1214,2025-04-04 08:45:00,22767738-4,30387339-7,1,no,no,1
1215,2025-04-23 12:00:00,94023614-4,75524136-0,1,si,no,0
1216,2025-04-13 18:45:00,86209409-0,30387339-7,2,no,no,1
1217,2025-04-07 08:45:00,95208514-3,37899207-9,1,si,no,0
1218,2025-04-07 15:45:00,22767738-4,75524136-0,1,si,no,0
1219,2025-04-24 11:30:00,94023614-4,16394885-1,1,si,no,0
1220,2025-04-10 16:30:00,95208514-3,51192824-9,2,no,no,2
1221,2025-04-14 08:45:00,86209409-0,51192824-9,2,no,no,1
1222,2025-04-11 12:00:00,73177104-4,83332889-3,1,si,no,1
1223,2025-04-25 08:00:00,73177104-4,75524136-0,2,no,no,1
1224,2025-04-14 14:30:00,94023614-4,75524136-0,2,no,no,0
1225,2025-04-02 16:00:00,94023614-4,30387339-7,2,no,no,2
1226,2025-04-27 13:15:00,86209409-0,75524136-0,2,no,no,1
1227,2025-04-11 09:45:00,95208514-3,16394885-1,1,no,no,0
1228,2025-04-26 08:30:00,22767738-4,21784166-4,1,no,no,0
1229,2025-04-24 08:15:00,86209409-0,21784166-4,2,no,no,0
1230,2025-04-07 14:45:00,95208514-3,83332889-3,2,no,no,0
1231,2025-04-06 08:00:00,22767738-4,83332889-3,1,si,no,1
1232,2025-04-28 15:00:00,73177104-4,16394885-1,1,si,no,0
1233,2025-04-13 12:30:00,57378727-6,21784166-4,1,si,no,1
1234,2025-04-17 16:15:00,57378727-6,37899207-9,1,si,no,1
1235,2025-04-19 10:15:00,94023614-4,51192824-9,1,si,no,0
1236,2025-04-11 08:00:00,86209409-0,75524136-0,2,no,no,0
1237,2025-04-08 13:30:00,73177104-4,16394885-1,1,no,no,0
1238,2025-04-05 10:00:00,22767738-4,30387339-7,2,no,no,0
1239,2025-04-05 17:00:00,57378727-6,37899207-9,1,si,no,1
1240,2025-04-13 16:45:00,73177104-4,37899207-9,1,no,no,0
1241,2025-04-21 13:00:00,86209409-0,83332889-3,1,no,no,0
1242,2025-04-07 09:45:00,86209409-0,21784166-4,2,no,no,1
1243,2025-04-05 17:15:00,73177104-4,37899207-9,1,si,no,1
1244,2025-04-16 12:45:00,57378727-6,16394885-1,1,no,no,0
1245,2025-04-29 13:45:00,22767738-4,21784166-4,1,si,no,0
1246,2025-04-05 13:45:00,86209409-0,75524136-0,2,no,no,1
1247,2025-04-12 13:15:00,57378727-6,16394885-1,2,no,no,0
1248,2025-04-11 09:30:00,57378727-6,21784166-4,1,si,no,0
1249,2025-04-14 10:45:00,73177104-4,75524136-0,1,no,no,0
1250,2025-04-03 10:45:00,22767738-4,83332889-3,2,no,no,1
1251,2025-04-07 18:45:00,94023614-4,16394885-1,1,si,no,0
1252,2025-04-27 16:45:00,73177104-4,16394885-1,2,no,no,0
1253,2025-04-14 08:15:00,95208514-3,16394885-1,2,no,no,1
1254,2025-04-07 10:45:00,57378727-6,21784166-4,1,no,no,0
1255,2025-04-18 10:45:00,22767738-4,30387339-7,1,no,no,2
1256,2025-04-05 15:15:00,57378727-6,21784166-4,2,no,no,1
1257,2025-04-18 15:00:00,57378727-6,78812540-6,2,no,no,0
1258,2025-04-21 09:45:00,22767738-4,75524136-0,1,si,no,0
1259,2025-04-23 14:00:00,95208514-3,75524136-0,1,si,no,1
1260,2025-04-04 11:15:00,94023614-4,83332889-3,2,no,no,1
1261,2025-04-25 14:15:00,73177104-4,30387339-7,1,si,no,1
1262,2025-04-15 14:45:00,95208514-3,21784166-4,1,si,no,1
1263,2025-04-07 18:00:00,94023614-4,16394885-1,1,no,no,0
1264,2025-04-12 17:30:00,86209409-0,30387339-7,1,no,no,1
1265,2025-04-10 14:15:00,22767738-4,75524136-0,1,no,no,0
1266,2025-04-16 12:30:00,86209409-0,37899207-9,1,no,no,2
1267,2025-04-22 09:15:00,94023614-4,37899207-9,2,no,no,0
1268,2025-04-28 17:30:00,95208514-3,16394885-1,1,no,no,1
1269,2025-04-29 13:00:00,95208514-3,21784166-4,2,no,no,1
1270,2025-04-28 12:15:00,73177104-4,83332889-3,1,no,no,1
1271,2025-04-25 15:00:00,94023614-4,83332889-3,1,si,no,1
1272,2025-04-05 14:00:00,94023614-4,21784166-4,1,si,no,0
1273,2025-04-17 10:15:00,94023614-4,16394885-1,1,no,no,0
1274,2025-04-04 13:30:00,73177104-4,37899207-9,1,no,no,1
1275,2025-04-20 14:45:00,94023614-4,75524136-0,1,no,no,0
1276,2025-04-19 08:15:00,22767738-4,30387339-7,1,si,no,0
1277,2025-04-10 13:15:00,94023614-4,37899207-9,1,si,no,0
1278,2025-04-19 16:45:00,22767738-4,51192824-9,1,si,no,1
1279,2025-04-09 18:45:00,73177104-4,21784166-4,1,si,no,0
1280,2025-04-29 10:45:00,94023614-4,16394885-1,2,no,no,1
1281,2025-04-11 15:15:00,73177104-4,37899207-9,1,no,no,1
1282,2025-05-01 16:00:00,73177104-4,21784166-4,1,no,no,0
1283,2025-04-06 11:45:00,57378727-6,51192824-9,1,si,no,0
1284,2025-04-24 09:00:00,86209409-0,83332889-3,2,no,no,1
1285,2025-04-28 14:15:00,94023614-4,83332889-3,2,no,no,1
1286,2025-05-01 13:45:00,95208514-3,30387339-7,1,si,no,0
