id_hora,rut_paciente,estado,id_contacto,id_procedimiento,apoyo
406,48115949-8,1,2238,2,94023614-4
2384,78785402-2,0,3161,12,73177104-4
1846,24595395-3,1,3375,6,No
1896,82205587-1,0,2509,13,22767738-4
1614,61617949-1,0,2125,3,73177104-4
1388,38867100-7,1,3430,11,95208514-3
1359,29962868-0,1,841,15,No
2280,48322668-8,4,725,8,57378727-6
416,87722745-4,1,3609,7,94023614-4
3377,81164868-4,4,1387,4,86209409-0
2132,23572980-4,4,1918,5,94023614-4
3331,40484874-8,0,1510,7,95208514-3
902,16226259-9,0,3035,6,No
925,65999494-0,1,1939,6,No
3276,98041254-1,4,2943,11,No
3335,48322668-8,1,144,3,No
679,28841318-9,1,2473,6,95208514-3
1627,58719444-0,1,2262,15,No
2938,55643376-9,3,3171,3,No
3146,83733104-2,0,1603,15,94023614-4
3379,59644030-9,0,639,4,94023614-4
1683,73899711-4,3,2527,12,No
1447,85033698-2,0,3241,6,No
664,90160627-1,1,1200,7,No
2467,84638972-5,3,593,3,No
564,32601187-2,0,3606,5,No
350,31462078-5,0,743,16,86209409-0
3067,93738834-2,0,389,14,86209409-0
1806,51009521-0,3,1364,3,86209409-0
1587,48322668-8,1,2658,12,22767738-4
1051,33424109-6,0,1561,13,No
1185,63958627-0,0,19,12,No
2097,21509837-2,1,1115,1,No
2319,48115949-8,0,2098,15,No
614,53699466-8,1,3359,6,57378727-6
697,92670172-1,3,3419,7,22767738-4
3240,94361312-4,3,423,1,No
3490,40388373-6,3,873,12,No
2620,70026603-3,3,3131,5,94023614-4
2604,48863238-8,0,2775,1,No
1013,63708168-9,1,1493,12,57378727-6
356,24735893-2,1,1231,13,73177104-4
1345,49771636-9,3,2456,3,No
2473,51072055-5,3,2474,1,No
2616,68040732-2,0,2197,9,No
3000,61864673-3,1,650,3,No
2985,84295710-6,3,1538,9,No
266,20272755-6,4,1984,9,86209409-0
2858,51072055-5,1,2802,12,No
836,56640243-9,4,3003,12,No
2589,95010809-6,3,170,15,No
1264,69482795-6,0,320,8,94023614-4
1300,15347792-3,3,2984,14,86209409-0
1474,41710986-9,1,2369,6,73177104-4
889,11458745-0,0,2590,15,No
1985,84638972-5,1,86,4,No
1046,64744316-9,3,3051,16,No
3293,60775663-1,0,3557,5,No
1292,43024906-8,4,3098,3,No
2899,78943450-5,3,1005,6,22767738-4
1613,45152877-6,3,2274,1,No
773,12802093-1,1,2131,15,No
2447,64355233-5,0,2327,2,No
2996,30716561-0,4,1648,16,57378727-6
426,90206203-1,3,941,12,No
3253,12802093-1,3,1725,16,86209409-0
2077,38196101-9,1,3383,10,No
2316,67260949-6,3,1757,15,86209409-0
2423,53039267-4,1,860,3,No
2673,40388373-6,1,2016,12,73177104-4
792,97926155-6,4,2177,8,No
2012,51009521-0,0,1419,4,73177104-4
2733,23572980-4,3,2295,9,22767738-4
78,57581646-4,0,424,12,95208514-3
2927,44920115-1,4,1811,12,No
3565,63952204-2,4,1609,8,57378727-6
3477,50692374-0,3,3636,10,94023614-4
322,27423273-6,1,2660,5,22767738-4
271,14540200-5,0,2190,1,No
3421,14875579-3,3,1840,11,22767738-4
1860,34310135-9,4,2249,16,No
1197,95595189-5,1,1301,1,No
2843,38867100-7,1,1654,15,22767738-4
316,14540200-5,4,2956,10,No
732,87997004-2,4,3252,16,57378727-6
1080,53375085-5,3,916,12,73177104-4
2557,60775663-1,4,1154,11,95208514-3
2383,48411300-7,1,1638,13,94023614-4
3110,79018541-2,1,1872,1,No
3195,85033698-2,1,1869,2,57378727-6
1895,92670172-1,1,228,10,22767738-4
753,53407302-6,0,378,4,No
1429,45846060-8,0,787,15,No
2639,99550289-1,3,399,12,No
3202,59604556-2,1,2412,5,22767738-4
580,60334032-8,3,330,15,57378727-6
485,67384344-0,0,2538,4,No
1797,22212788-6,1,507,8,57378727-6
985,49291952-0,4,2282,5,No
480,99352036-1,0,2308,6,57378727-6
2120,25422399-6,1,1746,8,No
3484,81164868-4,3,2018,1,No
1432,12031991-9,0,127,14,86209409-0
236,23124705-7,4,1089,11,No
1277,29962868-0,0,187,2,No
16,66594934-8,0,224,12,86209409-0
961,95595189-5,3,2006,10,No
659,55223444-3,3,361,7,No
585,91096368-2,0,2598,1,No
3458,78678453-4,1,2011,1,No
2202,45623694-9,0,667,13,86209409-0
2451,22212788-6,0,38,1,No
626,48863238-8,3,2923,2,No
1589,55643376-9,1,3521,12,94023614-4
1110,22519178-2,0,3099,13,22767738-4
1296,90160627-1,0,1412,16,57378727-6
2866,45955017-8,0,3272,2,73177104-4
3182,81768570-2,4,2043,4,95208514-3
326,49873347-8,1,1341,3,22767738-4
2210,53375085-5,0,3113,11,57378727-6
3069,85033698-2,0,207,7,22767738-4
1912,81164868-4,1,1504,13,No
3405,55643376-9,4,2585,16,No
2531,38867100-7,4,366,3,22767738-4
1625,22519178-2,0,498,9,94023614-4
3312,24595395-3,0,48,5,No
1028,56565081-1,3,877,3,No
1431,33469812-2,1,1097,9,95208514-3
1706,66594934-8,1,2365,13,No
340,51263568-1,3,2422,14,No
1989,72424451-8,0,2137,8,No
85,72424451-8,4,1515,11,57378727-6
2176,51263568-1,3,2688,5,57378727-6
1143,90942860-9,1,2318,9,22767738-4
3557,49771636-9,1,2964,8,86209409-0
2993,70414825-8,1,1906,5,No
2947,48863238-8,1,2216,3,No
3015,23124705-7,0,226,11,No
1170,69482795-6,4,3294,16,22767738-4
635,81768570-2,4,1568,6,73177104-4
880,13560469-0,3,1219,3,57378727-6
943,85033698-2,4,3447,14,No
2020,97980836-2,4,2493,16,No
1195,78093216-6,4,2353,7,57378727-6
3104,17973044-7,3,305,7,No
1398,87751822-9,4,3154,8,No
2763,65660643-5,4,948,5,86209409-0
3248,68316971-1,1,2000,3,22767738-4
964,67552699-5,4,2914,9,95208514-3
2654,41515034-6,3,3181,4,No
2615,94152364-3,1,1913,2,86209409-0
2640,66747669-9,0,3197,8,22767738-4
1319,96253618-2,4,1489,12,No
1682,58074747-6,1,2432,4,No
3402,99352036-1,1,1558,2,94023614-4
1601,36809677-6,4,2767,8,73177104-4
716,48411300-7,4,1737,2,22767738-4
3609,60334032-8,3,2185,15,No
1805,90206203-1,4,1717,9,57378727-6
829,61617949-1,1,155,2,86209409-0
3387,46930558-3,1,999,7,73177104-4
1094,40484874-8,1,385,6,86209409-0
2599,50672725-4,1,1352,8,No
390,49261253-8,4,812,7,No
1770,61617949-1,1,2255,14,No
233,87997004-2,1,884,10,No
3636,21774192-3,4,1479,12,86209409-0
1382,30310762-2,3,1396,12,73177104-4
1500,69145853-7,3,2826,12,No
665,22212788-6,3,1822,8,No
2835,74402817-6,3,2429,10,22767738-4
1778,90160627-1,1,2842,15,95208514-3
1211,25811298-1,1,1474,6,No
1208,69145853-7,1,556,5,No
2878,40521119-8,1,3238,12,73177104-4
3261,53407302-6,3,2901,9,No
5,31462078-5,3,3353,3,57378727-6
456,13560469-0,3,2172,3,No
3103,75833080-6,4,1902,7,No
3529,61864673-3,1,2604,9,57378727-6
765,20272755-6,3,1747,7,95208514-3
782,90160627-1,0,2486,9,73177104-4
493,84295710-6,0,984,12,22767738-4
2290,72222830-6,3,3394,7,No
3096,48411300-7,4,3149,13,No
499,56640243-9,0,2397,12,95208514-3
3284,94761985-0,1,2351,2,No
3438,11592484-9,0,3612,14,57378727-6
1067,59765653-7,3,2526,16,No
1827,99352036-1,3,2127,13,No
36,48263743-9,0,2651,1,No
2926,27075358-5,0,1213,2,94023614-4
2089,10615206-0,4,1734,10,No
500,41515034-6,1,849,5,73177104-4
1179,23124705-7,4,1083,3,86209409-0
2325,91766615-6,4,2922,13,22767738-4
3614,31462078-5,3,829,15,No
901,36809677-6,4,1168,4,94023614-4
510,22769853-9,3,2534,6,No
1705,19805123-3,1,75,13,No
1698,64744316-9,4,847,11,73177104-4
1049,96253618-2,3,1183,5,No
986,37640277-4,4,3499,14,73177104-4
2826,53407302-6,0,1435,15,No
2206,44480804-6,3,2925,16,73177104-4
2393,36428633-7,1,55,7,No
2421,49190437-8,4,2918,11,73177104-4
1356,19805123-3,4,2111,15,95208514-3
1396,42856973-7,1,1503,14,94023614-4
539,51263568-1,1,3170,3,No
936,50692374-0,4,3322,14,57378727-6
2697,11981843-5,4,1347,10,95208514-3
2198,88755903-1,0,2680,13,86209409-0
1378,63952204-2,4,360,1,No
2567,26529183-7,4,1560,10,95208514-3
1838,51992140-2,4,2361,7,No
896,19805123-3,1,560,9,No
400,87751822-9,0,1825,12,No
1403,56809478-6,4,838,14,No
3168,11852079-8,3,744,14,No
1833,33469812-2,3,417,13,94023614-4
1597,93738834-2,4,3519,1,No
2963,61864673-3,3,1328,5,86209409-0
2349,45152877-6,4,607,14,73177104-4
437,98967597-1,1,2237,11,94023614-4
1969,49197992-8,0,1800,3,57378727-6
2674,33469812-2,0,3144,7,94023614-4
2580,86853828-8,0,3480,6,No
1520,44480804-6,4,534,11,57378727-6
573,11592484-9,1,353,6,57378727-6
3277,29962868-0,3,2392,9,No
1548,55223444-3,0,2450,12,73177104-4
1950,20272755-6,1,1077,7,No
678,66264861-2,1,2951,14,22767738-4
2950,86190085-8,3,2814,9,86209409-0
2583,53337367-3,0,1888,2,22767738-4
1854,57891601-9,1,3486,3,94023614-4
1063,69482795-6,1,1068,9,No
1932,26529183-7,3,499,4,95208514-3
3042,21398093-5,1,1881,10,94023614-4
1055,45475720-7,3,735,16,No
3547,55539940-3,0,3130,3,73177104-4
3533,45623694-9,3,661,14,No
382,78785402-2,4,1280,4,No
2342,52872009-7,0,1331,10,94023614-4
2348,65999494-0,1,3481,1,No
1499,76332098-2,3,727,8,86209409-0
2907,91096368-2,4,3630,13,22767738-4
2948,33791677-0,3,3372,15,No
1069,53337367-3,1,1582,7,No
1836,29962868-0,1,1685,14,No
1672,19015534-8,1,2866,7,No
2632,37602034-5,0,2539,9,No
3084,95010809-6,0,103,5,No
3372,38324156-4,0,1329,8,No
3156,60593511-0,0,598,6,86209409-0
3624,50066254-1,0,45,11,No
3395,41416859-6,1,3156,5,No
2776,46930558-3,1,3009,12,No
2559,60775663-1,0,122,3,No
3656,85033698-2,4,1957,14,94023614-4
1097,86190085-8,0,1644,13,22767738-4
512,60775663-1,4,1410,5,No
3092,56640243-9,0,2363,12,57378727-6
1478,69145853-7,3,3203,16,No
91,78803927-1,0,297,2,No
1411,97980836-2,4,3095,4,22767738-4
2434,89765444-6,3,1661,6,No
538,15347792-3,4,1314,13,No
1284,90889318-2,1,188,8,No
2983,25422399-6,0,684,4,95208514-3
2961,42856973-7,0,2783,9,No
119,33424109-6,1,3520,14,22767738-4
606,29962868-0,3,1320,7,86209409-0
275,16625683-2,1,1732,16,No
3048,25939458-6,3,2366,12,86209409-0
3120,62903851-4,1,3007,12,No
3632,16226259-9,4,1592,3,No
593,79159576-1,1,1780,9,No
2719,67384344-0,1,253,12,73177104-4
367,74402817-6,0,322,4,No
312,33469812-2,3,674,6,No
3328,78093216-6,0,5,9,95208514-3
691,48115949-8,1,3102,9,No
2986,84295710-6,4,1206,12,No
2021,99352036-1,4,1104,12,No
2684,40521119-8,1,544,12,73177104-4
2493,23572980-4,1,309,13,94023614-4
1739,86332222-2,3,173,13,No
3399,79159576-1,4,3100,16,94023614-4
779,14540200-5,1,1774,16,No
2939,49873347-8,3,2502,1,No
3392,32043482-6,4,182,10,73177104-4
3221,70812597-6,4,926,14,No
3658,32043482-6,0,1296,2,No
2814,56809478-6,3,3387,14,No
1019,68234030-5,3,968,15,57378727-6
2468,23124705-7,4,1753,8,No
38,91096368-2,3,2627,3,57378727-6
1030,45152877-6,3,1624,2,22767738-4
1172,81778485-8,4,1553,8,86209409-0
2491,63952204-2,3,3293,2,94023614-4
1902,11981843-5,4,167,15,No
60,95431346-9,0,71,8,86209409-0
1322,49873347-8,4,2593,1,No
3333,27470077-6,0,2821,1,No
710,61864673-3,3,1884,2,No
1146,12429516-4,0,2376,7,No
1088,11981843-5,1,3593,7,No
1377,32818392-4,4,2099,8,73177104-4
3649,94361312-4,0,2283,5,No
2417,24735893-2,3,1782,11,86209409-0
2127,66594934-8,4,1266,12,57378727-6
3583,40388373-6,4,2942,6,No
315,24441102-3,1,296,12,57378727-6
3052,75006543-8,0,443,15,No
873,78943450-5,0,3211,2,95208514-3
874,55539940-3,4,2646,7,22767738-4
2195,33791677-0,3,3510,16,86209409-0
206,70812597-6,1,2699,9,57378727-6
3464,34310135-9,0,698,8,No
3471,97980836-2,1,3256,16,94023614-4
1992,16226259-9,3,1828,11,95208514-3
1290,63958627-0,4,3001,9,No
3359,22212788-6,4,3443,13,22767738-4
465,78093216-6,3,2107,5,86209409-0
333,15074844-0,4,3386,11,No
838,30310762-2,0,562,3,No
1717,78310737-4,3,27,16,73177104-4
2266,14875579-3,1,2340,12,95208514-3
761,53699466-8,0,3043,6,No
2386,48411300-7,0,646,4,86209409-0
1786,23124705-7,1,3031,16,94023614-4
1141,81164868-4,4,956,1,No
757,78662663-0,1,1677,9,94023614-4
3577,40388373-6,4,590,11,86209409-0
3131,63952204-2,1,1764,5,No
1505,68316971-1,1,3652,1,No
1307,32043482-6,3,3439,12,No
1513,19557494-0,0,1348,4,57378727-6
2914,45846060-8,3,2619,10,No
2380,72795772-4,0,818,4,22767738-4
3242,70026603-3,0,2411,6,No
1802,76332098-2,1,3350,9,No
2788,20272755-6,0,1116,9,94023614-4
3493,77724461-4,1,1170,15,95208514-3
1991,60334032-8,1,2932,4,86209409-0
1623,10615206-0,4,1372,11,No
163,89066256-8,3,133,13,94023614-4
1026,75833080-6,1,3525,2,95208514-3
288,12429516-4,4,2744,13,22767738-4
329,87722745-4,3,3461,9,No
2978,83733104-2,0,1053,6,95208514-3
494,38196101-9,0,494,9,No
899,90206203-1,4,3392,10,86209409-0
2569,70026603-3,4,1325,1,No
1263,21870177-9,3,706,5,No
546,80061523-7,4,3568,11,No
1774,86853828-8,0,2721,1,No
754,12120279-7,4,1472,11,No
2200,66264861-2,1,357,1,No
3066,53699466-8,1,3015,15,No
1669,59644030-9,3,1704,6,73177104-4
213,73899711-4,1,3512,6,No
320,26699972-2,4,1574,10,No
1789,21398093-5,0,1699,11,73177104-4
14,51992140-2,0,819,16,73177104-4
2881,14100953-3,1,886,5,73177104-4
3572,15869307-3,3,1096,2,No
2909,78310737-4,0,2241,9,No
2363,64355233-5,0,2609,14,57378727-6
1455,76332098-2,1,2779,1,No
1463,67384344-0,4,1730,7,No
1612,38867100-7,4,871,2,No
1274,17973044-7,3,745,2,94023614-4
2029,61617949-1,1,2224,15,94023614-4
775,25422399-6,4,2547,14,No
3389,19557494-0,1,2806,3,No
913,24441102-3,4,1093,10,No
168,81768570-2,4,11,7,95208514-3
3626,80062558-9,0,1394,1,No
1436,19557494-0,4,1143,11,94023614-4
2755,78310737-4,3,856,8,No
712,19015534-8,3,632,10,94023614-4
311,53375085-5,4,801,9,86209409-0
2779,65012894-9,3,525,16,No
180,59604556-2,1,855,5,22767738-4
2178,12429516-4,0,970,10,No
264,10615206-0,3,907,9,No
843,65012894-9,4,2485,6,No
2672,23788335-3,1,3374,9,No
2614,14875579-3,1,913,6,94023614-4
895,72222830-6,1,629,16,No
1402,53337367-3,0,1859,9,95208514-3
1468,87751822-9,3,2671,11,No
88,67384344-0,4,620,4,No
1079,64355233-5,1,691,6,No
1686,84295710-6,1,679,6,No
2897,47192537-4,1,1174,10,No
1574,55322795-0,4,2476,14,No
1847,27423273-6,1,1642,14,No
439,66594934-8,1,898,15,73177104-4
162,80061523-7,3,1367,1,No
1910,83733104-2,1,2963,7,No
3667,34310135-9,4,1635,5,73177104-4
2677,93738834-2,4,201,7,No
955,44480804-6,4,2913,10,No
2053,55539940-3,0,288,2,86209409-0
507,49190437-8,4,608,4,22767738-4
2553,25422399-6,4,612,16,22767738-4
647,30716561-0,0,3249,1,No
904,64744316-9,3,160,11,94023614-4
969,61617949-1,4,969,2,No
2317,34310135-9,0,774,12,86209409-0
3163,40388373-6,0,2552,12,57378727-6
1119,67260949-6,1,2264,11,No
153,20114723-0,4,2343,7,No
1098,55790193-3,0,1458,4,86209409-0
1584,32043482-6,1,1784,8,No
2676,16625683-2,1,2941,1,No
3346,21870177-9,1,1600,9,No
3272,48863238-8,4,3546,11,No
854,27423273-6,0,894,5,86209409-0
3130,98041254-1,0,2108,1,No
1701,24554256-3,0,2654,13,No
3499,81164868-4,3,260,2,95208514-3
304,12031991-9,4,2713,10,73177104-4
2359,83733104-2,3,625,8,95208514-3
3620,93738834-2,0,2231,12,73177104-4
498,88755903-1,3,1690,15,No
2487,94361312-4,4,2191,4,57378727-6
2576,44722314-7,4,2763,6,No
2026,48411300-7,4,277,14,No
1510,89765444-6,4,345,6,No
357,45846060-8,0,986,13,No
2192,27470077-6,4,753,2,No
2254,58074747-6,3,734,7,73177104-4
349,32043482-6,0,2122,5,No
1012,92670172-1,3,1887,12,No
2437,26529183-7,4,1164,5,86209409-0
61,12120279-7,1,1094,10,No
2485,27470077-6,0,9,15,No
609,53337367-3,0,1335,4,95208514-3
2732,55223444-3,3,2666,4,95208514-3
3507,35405564-1,1,732,16,95208514-3
2476,68316971-1,4,1282,3,No
2130,91096368-2,0,858,16,No
532,17091110-7,1,1427,13,57378727-6
336,52872009-7,1,783,4,95208514-3
3315,39009356-0,3,811,10,86209409-0
916,77121423-7,1,2514,9,No
2244,12429516-4,0,1180,6,No
160,68040732-2,0,927,4,95208514-3
2627,99550289-1,3,2697,9,95208514-3
2928,49873347-8,4,140,14,95208514-3
3522,75833080-6,1,2830,4,73177104-4
203,67552699-5,4,778,14,No
3040,48263743-9,4,2425,9,No
3082,36809677-6,4,414,16,73177104-4
1490,30716561-0,1,2939,2,No
3432,16625683-2,0,830,6,57378727-6
2687,66594934-8,3,1198,9,94023614-4
2740,60593511-0,3,2194,9,No
2863,80061523-7,4,2975,10,86209409-0
3551,59644030-9,3,2448,10,No
419,99921909-4,1,1365,14,No
3002,37035246-9,0,291,3,94023614-4
2817,25422399-6,4,3150,6,No
897,40388373-6,0,521,16,No
1654,20940665-3,4,1541,5,No
1458,46367453-0,3,1212,1,No
3574,49261253-8,0,2481,16,57378727-6
2794,74803113-9,0,3325,14,22767738-4
3097,81768570-2,1,2368,15,No
2261,33424109-6,0,1496,13,73177104-4
3349,70812597-6,1,672,1,No
2044,46367453-0,4,2572,11,22767738-4
1022,25939458-6,0,3022,9,No
1998,31950796-6,1,851,10,No
1650,45152877-6,4,258,1,No
1853,77724461-4,3,33,15,94023614-4
2582,90942860-9,4,3528,1,No
625,19557494-0,1,2909,3,95208514-3
3113,45056798-6,3,402,3,57378727-6
2121,98418033-8,0,987,10,No
3514,66747669-9,3,904,10,No
2391,81164868-4,4,3288,4,No
3581,33424109-6,4,2226,2,No
1935,25422399-6,1,2434,8,No
750,90438698-1,3,2991,4,22767738-4
2385,15347792-3,3,3459,8,No
3501,77724461-4,4,523,10,No
1289,74803113-9,0,1158,4,No
1140,38196101-9,1,310,1,No
1987,45056798-6,1,2906,1,No
2744,94361312-4,1,3420,7,No
1313,59644030-9,1,1951,10,No
3325,47192537-4,3,2240,14,73177104-4
369,97926155-6,3,1596,10,No
1665,20940665-3,0,2613,1,No
2219,56565081-1,4,3365,13,86209409-0
1593,91766615-6,1,1794,14,86209409-0
2623,67384344-0,4,2754,9,No
3208,12429516-4,0,1417,12,86209409-0
3142,98720208-3,4,1032,11,No
3613,11852079-8,0,2272,12,73177104-4
701,51263568-1,3,2857,5,No
2942,67552699-5,4,1448,8,57378727-6
1877,58501550-1,1,652,11,94023614-4
743,48115949-8,0,2009,5,No
265,26529183-7,3,3511,7,No
2413,22212788-6,1,1987,5,73177104-4
2295,58719444-0,0,1866,10,95208514-3
1900,77121423-7,3,614,14,86209409-0
1083,51263568-1,4,468,3,No
1892,12120279-7,0,1255,11,No
2781,31462078-5,1,1485,6,No
2637,49197992-8,3,3187,2,73177104-4
1898,32090021-3,3,900,6,No
3427,11458745-0,1,3433,15,No
3505,89066256-8,3,116,16,95208514-3
199,25939458-6,1,3361,14,86209409-0
1719,25811298-1,1,1057,4,86209409-0
1072,51263568-1,1,181,9,No
2837,77724461-4,0,2544,11,95208514-3
3101,74402817-6,1,1091,5,No
155,67260949-6,1,2228,5,No
2501,45846060-8,0,3145,8,No
556,82205587-1,4,3595,8,86209409-0
273,67552699-5,0,2467,12,No
871,97980836-2,0,3190,8,95208514-3
254,40484874-8,3,2894,10,No
1787,73899711-4,0,488,5,86209409-0
2762,49873347-8,3,2856,11,57378727-6
963,25422399-6,4,605,2,95208514-3
191,78662663-0,1,2887,8,No
1831,32043482-6,4,1632,5,73177104-4
2694,87997004-2,0,3473,9,No
355,91096368-2,0,1989,11,22767738-4
3585,84295710-6,3,2835,6,No
1217,90788070-1,1,1935,2,94023614-4
2311,17973044-7,1,1132,3,22767738-4
1291,77724461-4,4,2287,8,No
3161,62903851-4,1,3545,15,No
232,15074844-0,0,1576,7,22767738-4
1880,60593511-0,1,3332,15,No
997,20953102-0,0,1551,11,73177104-4
680,87722745-4,0,1036,9,No
3504,77724461-4,4,2338,16,22767738-4
645,94761985-0,3,3055,4,22767738-4
2369,87997004-2,0,2871,5,22767738-4
1368,16226259-9,1,810,13,95208514-3
1283,48863238-8,3,2599,10,73177104-4
1723,49197992-8,0,541,16,No
3010,33791677-0,0,536,15,No
12,49873347-8,1,2497,11,86209409-0
548,19557494-0,1,3478,12,No
2906,57581646-4,0,3540,14,No
174,16251209-1,1,3373,7,No
2389,56640243-9,0,1124,1,No
3089,98967597-1,4,1686,15,57378727-6
3290,68316971-1,1,1289,13,No
1811,15074844-0,0,2213,16,86209409-0
2584,20272755-6,0,2406,16,57378727-6
834,11458745-0,4,2500,16,73177104-4
1781,89765444-6,1,1061,5,No
584,69145853-7,0,782,5,57378727-6
3500,74402817-6,3,1612,11,57378727-6
40,60593511-0,0,3014,16,No
195,16625683-2,1,3236,10,95208514-3
3596,93827792-4,1,1978,12,No
2037,22212788-6,1,1209,9,22767738-4
1501,74402817-6,4,1391,3,No
3569,27075358-5,1,336,16,No
1605,97926155-6,0,2507,15,No
2263,55539940-3,0,1150,2,94023614-4
2302,92670172-1,3,2063,11,94023614-4
3592,49291952-0,1,950,5,No
3394,95838628-5,3,1300,4,57378727-6
1571,56565081-1,0,3622,14,No
852,95838628-5,3,3075,16,95208514-3
109,11592484-9,3,3605,6,95208514-3
2833,58501550-1,1,1497,1,No
990,98720208-3,0,2383,15,No
1879,78093216-6,3,2829,3,No
2166,50066254-1,3,284,10,94023614-4
388,53337367-3,0,3600,4,86209409-0
394,83733104-2,3,3064,10,No
1062,36809677-6,4,2980,8,95208514-3
256,94152364-3,0,2850,5,95208514-3
752,97980836-2,1,526,12,No
2382,59644030-9,4,50,15,No
1997,29519188-7,1,1444,5,86209409-0
285,53337367-3,4,1631,11,73177104-4
2683,12802093-1,0,44,10,No
991,40388373-6,0,1022,5,95208514-3
2725,36809677-6,1,2330,13,22767738-4
2800,99921909-4,0,610,13,57378727-6
3241,41416859-6,3,2905,8,No
533,37035246-9,4,599,16,95208514-3
3435,79159576-1,3,136,16,22767738-4
1867,11852079-8,1,1891,16,No
330,51992140-2,1,2838,4,No
3301,12457845-7,1,1305,16,No
568,25422399-6,1,1028,1,No
3326,35405564-1,3,1067,6,No
1073,98041254-1,1,703,9,No
250,62237414-5,0,3006,8,22767738-4
1056,86853828-8,3,3426,3,No
1616,22212788-6,3,87,8,57378727-6
451,33791677-0,4,2833,16,57378727-6
117,77121423-7,3,3324,9,73177104-4
2376,61864673-3,0,3258,15,No
429,67260949-6,1,2045,8,95208514-3
2066,37640277-4,1,2072,16,No
2924,33791677-0,1,2847,13,No
1230,12120279-7,3,1438,10,73177104-4
1954,15347792-3,4,384,3,73177104-4
1244,78678453-4,0,1056,5,No
306,46930558-3,3,312,3,No
262,95838628-5,1,3413,7,86209409-0
2874,70414825-8,3,2845,6,No
1713,91766615-6,0,1202,12,94023614-4
1346,24554256-3,0,1616,13,73177104-4
1918,68040732-2,4,1719,9,No
2554,65660643-5,4,3358,14,73177104-4
2099,20114723-0,1,500,5,86209409-0
1515,79018541-2,0,3674,3,No
2886,25811298-1,4,1773,3,73177104-4
3455,32818392-4,3,1979,1,No
3158,98720208-3,1,2679,13,No
1355,63708168-9,4,1220,3,95208514-3
1832,44920115-1,1,2061,15,No
552,25811298-1,1,2079,13,86209409-0
409,12457845-7,4,2276,3,86209409-0
3568,61864673-3,0,603,5,73177104-4
638,46367453-0,0,1512,8,No
1087,87722745-4,1,2739,1,No
3414,90438698-1,3,1432,16,No
6,60775663-1,4,143,4,73177104-4
2352,56565081-1,4,2712,3,No
124,91766615-6,4,57,11,No
3571,19557494-0,3,966,7,No
1852,95838628-5,1,1264,13,94023614-4
1103,96253618-2,0,1404,1,No
2967,63958627-0,3,1933,14,No
3026,41515034-6,0,1125,4,No
1590,63958627-0,0,2749,12,86209409-0
3017,49261253-8,3,1716,9,No
2450,86332222-2,3,3456,10,86209409-0
2050,45152877-6,4,2813,6,86209409-0
1347,15869307-3,0,539,5,86209409-0
3576,33424109-6,3,863,16,No
179,68040732-2,4,6,13,94023614-4
868,17973044-7,4,212,16,86209409-0
3466,74402817-6,3,3117,14,94023614-4
1863,25422399-6,4,1079,3,No
1841,78093216-6,4,2126,10,22767738-4
1850,38196101-9,3,1594,5,73177104-4
2976,75563674-2,3,69,12,86209409-0
822,72424451-8,0,2117,12,No
1708,21870177-9,1,3039,7,86209409-0
594,94361312-4,1,2357,15,95208514-3
670,95838628-5,1,274,11,22767738-4
2921,52872009-7,1,374,2,No
3124,26529183-7,1,3434,16,No
828,55539940-3,3,452,5,No
624,41710986-9,0,2528,3,No
3107,89066256-8,4,2851,1,No
1641,67552699-5,1,844,4,94023614-4
1772,53337367-3,3,3308,6,57378727-6
967,51992140-2,3,3118,3,73177104-4
1038,75833080-6,0,1228,2,22767738-4
3239,33469812-2,1,2229,1,No
1309,37926941-4,0,2569,13,22767738-4
2071,38867100-7,1,2489,12,No
2331,66264861-2,1,859,16,No
1521,23788335-3,4,2566,7,No
24,40884415-9,4,1758,13,No
1796,95431346-9,4,3253,13,95208514-3
1862,38867100-7,4,3231,3,No
318,27423273-6,0,3355,8,94023614-4
842,45846060-8,4,1847,14,No
1039,40484874-8,1,1994,6,73177104-4
1606,72222830-6,4,1092,3,22767738-4
3311,55322795-0,1,2971,12,No
1807,94361312-4,1,3280,6,No
436,74402817-6,3,1065,4,No
3469,51263568-1,4,3659,16,57378727-6
2186,60775663-1,0,1692,7,57378727-6
1988,63708168-9,4,1178,10,57378727-6
32,44920115-1,4,1599,1,No
389,67384344-0,3,1820,13,94023614-4
3145,98967597-1,1,738,1,No
3478,96253618-2,3,949,7,No
3431,16226259-9,1,233,8,57378727-6
2313,16226259-9,3,14,13,86209409-0
1151,21398093-5,4,2151,6,86209409-0
3051,99352036-1,4,777,10,22767738-4
762,38324156-4,3,3381,3,73177104-4
2771,80062558-9,0,1768,13,No
2214,45152877-6,3,1909,8,57378727-6
2404,49197992-8,0,1135,1,No
2770,48322668-8,3,3299,10,No
221,22212788-6,1,267,15,73177104-4
2150,43024906-8,3,1386,16,22767738-4
3133,45623694-9,0,3038,1,No
2240,22519178-2,1,3128,8,No
3111,12031991-9,1,1373,14,73177104-4
3625,32043482-6,1,2869,3,95208514-3
294,45152877-6,1,1679,15,73177104-4
423,41710986-9,1,3584,3,22767738-4
2742,81768570-2,3,1530,6,No
519,78803927-1,1,3587,10,73177104-4
2233,63958627-0,4,1529,9,No
1580,65484630-3,0,474,9,86209409-0
959,38867100-7,0,1473,14,95208514-3
3179,50672725-4,3,3631,15,No
2435,80062558-9,3,2426,12,95208514-3
3214,11981843-5,4,1353,1,No
