id,id_hora,fecha_hora,via_conformado,rut_personal
943,2463,2025-04-24 11:00:00,Presencial,22767738-4
944,450,2025-04-04 12:00:00,Presencial,78812540-6
945,531,2025-04-20 09:15:00,Remoto,21784166-4
946,570,2025-04-09 16:15:00,Presencial,75524136-0
947,361,2025-04-12 14:00:00,Remoto,75524136-0
948,2763,2025-04-27 15:00:00,Remoto,75524136-0
949,3478,2025-04-24 08:45:00,Presencial,37899207-9
950,3592,2025-04-09 10:30:00,Presencial,86209409-0
951,2729,2025-04-05 12:30:00,Remoto,78812540-6
952,2758,2025-04-12 10:45:00,Presencial,22767738-4
953,471,2025-04-26 08:45:00,Presencial,51192824-9
954,248,2025-04-11 18:00:00,Presencial,37899207-9
955,3442,2025-04-26 08:00:00,Remoto,21784166-4
956,1141,2025-04-26 14:00:00,Presencial,30387339-7
957,3327,2025-04-10 18:45:00,Presencial,16394885-1
958,3247,2025-04-29 13:00:00,Remoto,37899207-9
959,850,2025-04-28 18:45:00,Presencial,83332889-3
960,428,2025-04-29 14:15:00,Remoto,22767738-4
961,1934,2025-04-21 10:15:00,Presencial,78812540-6
962,972,2025-04-06 12:15:00,Presencial,75524136-0
963,2984,2025-04-23 18:30:00,Presencial,95208514-3
964,1272,2025-04-02 11:15:00,Presencial,95208514-3
965,827,2025-05-01 10:45:00,Remoto,37899207-9
966,3571,2025-04-29 12:45:00,Presencial,30387339-7
967,2047,2025-04-07 17:45:00,Remoto,94023614-4
968,1019,2025-04-26 13:45:00,Remoto,75524136-0
969,969,2025-04-04 14:30:00,Presencial,73177104-4
970,2178,2025-04-18 09:45:00,Presencial,95208514-3
971,1127,2025-04-06 12:15:00,Remoto,94023614-4
972,1996,2025-04-18 10:15:00,Presencial,51192824-9
973,3542,2025-04-14 16:45:00,Remoto,57378727-6
974,3655,2025-04-26 18:45:00,Presencial,22767738-4
975,1123,2025-05-01 14:00:00,Remoto,78812540-6
976,942,2025-04-27 13:30:00,Remoto,30387339-7
977,888,2025-04-10 14:45:00,Remoto,94023614-4
978,940,2025-04-29 18:00:00,Presencial,75524136-0
979,23,2025-04-20 10:15:00,Remoto,16394885-1
980,2538,2025-04-11 08:15:00,Remoto,94023614-4
981,99,2025-04-10 11:00:00,Presencial,57378727-6
982,1310,2025-04-14 18:00:00,Presencial,75524136-0
983,766,2025-05-01 14:45:00,Presencial,30387339-7
984,493,2025-04-02 18:15:00,Presencial,95208514-3
985,2271,2025-04-28 11:15:00,Presencial,78812540-6
986,357,2025-04-16 14:00:00,Remoto,57378727-6
987,2121,2025-04-02 16:30:00,Remoto,37899207-9
988,3226,2025-04-12 13:45:00,Presencial,73177104-4
989,2746,2025-04-14 17:00:00,Presencial,83332889-3
990,3347,2025-04-25 10:30:00,Presencial,78812540-6
991,2629,2025-04-12 10:45:00,Presencial,37899207-9
992,2913,2025-04-04 12:30:00,Remoto,16394885-1
993,2381,2025-04-09 08:00:00,Presencial,21784166-4
994,2535,2025-05-01 12:00:00,Remoto,30387339-7
995,3566,2025-04-22 18:00:00,Remoto,75524136-0
996,2142,2025-04-29 17:30:00,Presencial,30387339-7
997,1540,2025-04-12 13:00:00,Remoto,83332889-3
998,172,2025-04-17 15:45:00,Remoto,57378727-6
999,3387,2025-04-28 11:00:00,Remoto,22767738-4
1000,1674,2025-04-06 13:30:00,Remoto,83332889-3
1001,1415,2025-04-30 12:45:00,Presencial,16394885-1
1002,2151,2025-04-21 14:15:00,Presencial,57378727-6
1003,2908,2025-04-09 13:45:00,Remoto,57378727-6
1004,2245,2025-04-12 10:00:00,Presencial,78812540-6
1005,2899,2025-04-11 16:00:00,Presencial,86209409-0
1006,2059,2025-04-14 13:00:00,Remoto,95208514-3
1007,444,2025-04-07 14:15:00,Remoto,51192824-9
1008,693,2025-04-02 13:30:00,Presencial,73177104-4
1009,1566,2025-04-16 12:00:00,Presencial,95208514-3
1010,1677,2025-04-23 11:15:00,Presencial,75524136-0
1011,1493,2025-04-28 14:15:00,Presencial,21784166-4
1012,545,2025-05-01 14:30:00,Presencial,78812540-6
1013,3118,2025-04-28 09:15:00,Presencial,78812540-6
1014,3559,2025-04-18 12:15:00,Presencial,75524136-0
1015,3043,2025-04-17 17:00:00,Presencial,83332889-3
1016,2224,2025-04-05 10:45:00,Remoto,75524136-0
1017,3474,2025-04-02 08:45:00,Remoto,75524136-0
1018,809,2025-04-15 18:45:00,Remoto,51192824-9
1019,3200,2025-04-20 18:30:00,Remoto,86209409-0
1020,3664,2025-04-15 13:15:00,Presencial,95208514-3
1021,1364,2025-04-12 18:15:00,Presencial,37899207-9
1022,991,2025-04-02 10:15:00,Presencial,95208514-3
1023,283,2025-04-19 17:00:00,Presencial,78812540-6
1024,856,2025-04-23 16:45:00,Remoto,86209409-0
1025,1384,2025-04-13 08:00:00,Presencial,37899207-9
1026,134,2025-04-07 11:00:00,Remoto,30387339-7
1027,2953,2025-04-08 09:00:00,Remoto,30387339-7
1028,568,2025-04-27 14:30:00,Presencial,51192824-9
1029,3494,2025-04-28 09:00:00,Presencial,83332889-3
1030,2533,2025-04-04 13:00:00,Presencial,73177104-4
1031,2887,2025-04-18 10:15:00,Remoto,78812540-6
1032,3142,2025-04-14 16:00:00,Presencial,94023614-4
1033,1226,2025-04-19 11:30:00,Presencial,78812540-6
1034,3159,2025-04-11 16:30:00,Remoto,94023614-4
1035,1536,2025-04-27 12:45:00,Presencial,57378727-6
1036,680,2025-04-09 14:00:00,Remoto,57378727-6
1037,2110,2025-04-11 18:00:00,Presencial,30387339-7
1038,2823,2025-04-27 11:30:00,Remoto,95208514-3
1039,2849,2025-04-24 17:30:00,Remoto,22767738-4
1040,2340,2025-04-25 14:45:00,Presencial,21784166-4
1041,3646,2025-04-07 15:00:00,Remoto,73177104-4
1042,651,2025-04-03 14:45:00,Remoto,30387339-7
1043,1691,2025-04-04 09:45:00,Remoto,22767738-4
1044,1638,2025-04-08 12:30:00,Remoto,86209409-0
1045,2,2025-04-28 13:15:00,Remoto,21784166-4
1046,1679,2025-04-13 12:00:00,Presencial,95208514-3
1047,1293,2025-04-30 10:00:00,Presencial,78812540-6
1048,2701,2025-04-20 12:00:00,Presencial,83332889-3
1049,612,2025-04-18 13:00:00,Remoto,95208514-3
1050,401,2025-04-11 08:45:00,Presencial,94023614-4
1051,473,2025-04-23 17:45:00,Remoto,22767738-4
1052,2960,2025-04-02 15:45:00,Remoto,78812540-6
1053,2978,2025-04-11 15:45:00,Remoto,51192824-9
1054,2526,2025-04-26 09:30:00,Remoto,51192824-9
1055,968,2025-04-07 17:30:00,Presencial,78812540-6
1056,1244,2025-04-25 15:15:00,Presencial,83332889-3
1057,1719,2025-04-08 16:30:00,Presencial,21784166-4
1058,956,2025-04-05 11:30:00,Remoto,78812540-6
1059,2871,2025-04-03 13:00:00,Presencial,94023614-4
1060,430,2025-04-25 10:30:00,Presencial,95208514-3
1061,1781,2025-05-01 17:15:00,Presencial,22767738-4
1062,634,2025-04-03 13:15:00,Presencial,94023614-4
1063,3397,2025-04-16 16:00:00,Presencial,86209409-0
1064,2366,2025-04-21 12:30:00,Presencial,83332889-3
1065,436,2025-04-25 18:00:00,Presencial,21784166-4
1066,2749,2025-04-12 16:45:00,Remoto,37899207-9
1067,3326,2025-04-19 08:30:00,Presencial,22767738-4
1068,1063,2025-04-03 18:15:00,Presencial,95208514-3
1069,1099,2025-04-20 17:00:00,Remoto,51192824-9
1070,2668,2025-04-26 17:15:00,Presencial,57378727-6
1071,420,2025-04-05 18:45:00,Remoto,94023614-4
1072,866,2025-04-13 17:00:00,Remoto,94023614-4
1073,3553,2025-04-03 16:15:00,Presencial,94023614-4
1074,2422,2025-04-15 14:15:00,Presencial,83332889-3
1075,2005,2025-04-09 16:45:00,Presencial,86209409-0
1076,514,2025-04-13 12:30:00,Remoto,22767738-4
1077,1950,2025-04-10 10:30:00,Remoto,22767738-4
1078,1031,2025-04-26 11:15:00,Remoto,37899207-9
1079,1863,2025-04-22 17:30:00,Presencial,21784166-4
1080,1615,2025-04-15 09:00:00,Remoto,83332889-3
1081,2251,2025-04-30 17:45:00,Remoto,22767738-4
1082,2094,2025-04-09 09:30:00,Remoto,75524136-0
1083,1179,2025-04-06 10:15:00,Remoto,94023614-4
1084,600,2025-04-09 14:15:00,Presencial,86209409-0
1085,1299,2025-04-15 16:00:00,Remoto,37899207-9
1086,2027,2025-04-20 10:00:00,Presencial,83332889-3
1087,724,2025-04-18 16:00:00,Presencial,78812540-6
1088,452,2025-04-09 16:45:00,Remoto,30387339-7
1089,236,2025-04-08 11:15:00,Remoto,16394885-1
1090,1186,2025-04-14 18:30:00,Remoto,73177104-4
1091,3101,2025-04-05 17:15:00,Presencial,86209409-0
1092,1606,2025-04-09 14:00:00,Presencial,16394885-1
1093,913,2025-04-02 14:30:00,Presencial,37899207-9
1094,61,2025-04-18 12:00:00,Presencial,73177104-4
1095,2334,2025-04-22 13:00:00,Remoto,86209409-0
1096,3572,2025-04-08 16:00:00,Presencial,37899207-9
1097,1431,2025-04-30 15:30:00,Presencial,94023614-4
1098,121,2025-05-01 16:45:00,Remoto,30387339-7
1099,3203,2025-04-13 14:00:00,Remoto,30387339-7
1100,166,2025-04-17 08:15:00,Presencial,37899207-9
1101,2750,2025-04-30 16:00:00,Remoto,83332889-3
1102,1462,2025-04-04 18:15:00,Presencial,95208514-3
1103,1940,2025-04-09 09:00:00,Presencial,51192824-9
1104,2021,2025-04-04 18:00:00,Presencial,22767738-4
1105,1128,2025-04-12 09:45:00,Remoto,83332889-3
1106,474,2025-04-19 16:00:00,Presencial,73177104-4
1107,657,2025-04-09 10:00:00,Presencial,30387339-7
1108,1598,2025-04-23 18:45:00,Presencial,22767738-4
1109,3451,2025-04-27 08:15:00,Presencial,22767738-4
1110,1350,2025-04-26 08:00:00,Presencial,78812540-6
1111,2144,2025-04-30 13:15:00,Presencial,22767738-4
1112,3309,2025-04-06 10:45:00,Presencial,21784166-4
1113,2416,2025-04-26 12:45:00,Presencial,83332889-3
1114,1905,2025-04-28 16:15:00,Presencial,16394885-1
1115,2097,2025-04-30 18:30:00,Remoto,94023614-4
1116,2788,2025-04-20 16:30:00,Remoto,94023614-4
1117,1564,2025-04-14 17:45:00,Remoto,37899207-9
1118,2845,2025-04-04 12:30:00,Presencial,86209409-0
1119,621,2025-04-03 11:30:00,Presencial,95208514-3
1120,3468,2025-04-15 14:45:00,Presencial,22767738-4
1121,3192,2025-04-11 14:45:00,Presencial,78812540-6
1122,94,2025-04-30 10:30:00,Remoto,16394885-1
1123,3637,2025-04-20 09:00:00,Remoto,95208514-3
1124,2389,2025-04-24 12:30:00,Remoto,22767738-4
1125,3026,2025-04-04 14:15:00,Remoto,16394885-1
1126,291,2025-04-22 18:15:00,Remoto,51192824-9
1127,1240,2025-04-29 14:15:00,Remoto,78812540-6
1128,1214,2025-05-01 15:15:00,Remoto,73177104-4
1129,2179,2025-04-08 10:45:00,Remoto,16394885-1
1130,867,2025-04-23 16:30:00,Remoto,78812540-6
1131,806,2025-04-17 15:45:00,Presencial,22767738-4
1132,2311,2025-04-07 17:00:00,Presencial,16394885-1
1133,549,2025-04-23 10:45:00,Remoto,37899207-9
1134,1690,2025-04-04 08:30:00,Presencial,86209409-0
1135,2404,2025-04-15 10:30:00,Presencial,51192824-9
1136,1331,2025-04-16 15:30:00,Remoto,75524136-0
1137,1938,2025-04-05 18:30:00,Remoto,73177104-4
1138,574,2025-04-13 15:00:00,Presencial,22767738-4
1139,1085,2025-04-19 09:15:00,Presencial,21784166-4
1140,2882,2025-04-30 12:15:00,Remoto,73177104-4
1141,725,2025-04-28 11:00:00,Presencial,95208514-3
1142,1943,2025-04-15 12:45:00,Remoto,75524136-0
1143,1436,2025-04-05 11:15:00,Presencial,94023614-4
1144,3283,2025-04-25 12:45:00,Remoto,78812540-6
1145,68,2025-04-18 09:00:00,Remoto,73177104-4
1146,3281,2025-04-14 13:45:00,Presencial,95208514-3
1147,345,2025-04-20 11:00:00,Remoto,30387339-7
1148,2671,2025-04-16 18:00:00,Remoto,21784166-4
1149,2525,2025-04-16 14:30:00,Remoto,37899207-9
1150,2263,2025-04-14 09:00:00,Remoto,73177104-4
1151,2577,2025-04-08 09:00:00,Remoto,78812540-6
1152,3174,2025-04-08 12:30:00,Remoto,21784166-4
1153,3188,2025-04-19 11:00:00,Remoto,86209409-0
1154,2557,2025-04-10 10:15:00,Remoto,22767738-4
1155,1476,2025-04-25 13:00:00,Presencial,95208514-3
1156,1361,2025-04-26 12:15:00,Remoto,21784166-4
1157,2041,2025-04-27 10:45:00,Remoto,86209409-0
1158,1289,2025-04-24 14:30:00,Remoto,73177104-4
1159,3129,2025-04-13 15:45:00,Remoto,51192824-9
1160,3473,2025-04-14 11:15:00,Remoto,73177104-4
1161,1742,2025-04-06 10:00:00,Presencial,83332889-3
1162,1936,2025-04-24 11:15:00,Remoto,73177104-4
1163,1872,2025-04-23 17:00:00,Presencial,78812540-6
1164,2437,2025-04-13 13:00:00,Remoto,51192824-9
1165,1218,2025-04-15 12:00:00,Presencial,83332889-3
1166,3423,2025-04-04 08:15:00,Presencial,21784166-4
1167,132,2025-04-12 10:30:00,Remoto,51192824-9
1168,901,2025-04-23 15:30:00,Presencial,57378727-6
1169,2988,2025-04-14 16:15:00,Remoto,94023614-4
1170,3493,2025-04-17 13:45:00,Presencial,57378727-6
1171,2102,2025-04-15 17:45:00,Presencial,57378727-6
1172,2492,2025-04-02 14:15:00,Remoto,37899207-9
1173,1986,2025-04-27 13:45:00,Presencial,21784166-4
1174,2897,2025-04-23 14:15:00,Presencial,30387339-7
1175,84,2025-04-10 09:00:00,Remoto,73177104-4
1176,3515,2025-04-23 10:00:00,Remoto,73177104-4
1177,2726,2025-04-26 15:00:00,Remoto,94023614-4
1178,1988,2025-04-13 18:00:00,Remoto,16394885-1
1179,644,2025-04-26 16:00:00,Presencial,95208514-3
1180,2244,2025-05-01 08:30:00,Remoto,83332889-3
1181,3018,2025-04-24 11:30:00,Presencial,57378727-6
1182,821,2025-04-29 17:00:00,Presencial,51192824-9
1183,1049,2025-04-04 09:15:00,Presencial,30387339-7
1184,2738,2025-04-29 14:00:00,Remoto,51192824-9
1185,1801,2025-04-12 15:30:00,Presencial,21784166-4
1186,1366,2025-04-25 10:15:00,Remoto,75524136-0
1187,1664,2025-04-22 14:00:00,Presencial,57378727-6
1188,1239,2025-04-02 08:15:00,Presencial,78812540-6
1189,2714,2025-04-09 09:00:00,Remoto,78812540-6
1190,1967,2025-04-29 15:00:00,Remoto,37899207-9
1191,327,2025-04-05 15:45:00,Remoto,51192824-9
1192,1187,2025-04-16 17:15:00,Presencial,86209409-0
1193,2613,2025-04-17 18:15:00,Presencial,21784166-4
1194,229,2025-04-12 17:00:00,Remoto,30387339-7
1195,1579,2025-04-27 14:15:00,Presencial,30387339-7
1196,2675,2025-04-18 14:00:00,Presencial,30387339-7
1197,1193,2025-04-15 16:00:00,Presencial,73177104-4
1198,2687,2025-04-13 13:15:00,Remoto,51192824-9
1199,1145,2025-04-22 18:45:00,Presencial,57378727-6
1200,664,2025-04-11 09:45:00,Presencial,73177104-4
1201,1441,2025-04-13 08:15:00,Remoto,73177104-4
1202,1713,2025-04-10 09:15:00,Remoto,78812540-6
1203,632,2025-04-27 11:15:00,Presencial,73177104-4
1204,2901,2025-04-21 09:00:00,Remoto,51192824-9
1205,2816,2025-05-01 18:30:00,Presencial,30387339-7
1206,2986,2025-04-05 12:00:00,Presencial,57378727-6
1207,3337,2025-04-26 11:00:00,Remoto,83332889-3
1208,823,2025-04-09 09:45:00,Remoto,83332889-3
1209,2037,2025-04-12 13:30:00,Presencial,37899207-9
1210,1477,2025-04-25 16:45:00,Presencial,51192824-9
1211,839,2025-04-12 13:00:00,Presencial,78812540-6
1212,1458,2025-04-30 12:30:00,Presencial,78812540-6
1213,2926,2025-04-21 18:45:00,Remoto,75524136-0
1214,934,2025-04-29 17:15:00,Remoto,86209409-0
1215,1837,2025-04-03 14:30:00,Presencial,30387339-7
1216,2734,2025-04-25 17:30:00,Remoto,37899207-9
1217,1451,2025-04-09 11:15:00,Remoto,95208514-3
1218,71,2025-04-12 11:00:00,Remoto,73177104-4
1219,880,2025-04-17 11:45:00,Presencial,51192824-9
1220,1355,2025-04-26 15:45:00,Presencial,57378727-6
1221,2658,2025-04-12 13:00:00,Presencial,57378727-6
1222,2716,2025-04-05 16:00:00,Presencial,37899207-9
1223,205,2025-04-17 13:15:00,Remoto,73177104-4
1224,910,2025-04-07 08:00:00,Presencial,86209409-0
1225,2398,2025-04-13 10:30:00,Remoto,73177104-4
1226,3238,2025-04-25 08:30:00,Presencial,83332889-3
1227,3224,2025-04-18 09:00:00,Remoto,73177104-4
1228,1038,2025-04-05 13:15:00,Presencial,22767738-4
1229,3032,2025-04-20 12:00:00,Remoto,37899207-9
1230,227,2025-04-09 12:15:00,Remoto,51192824-9
1231,356,2025-04-03 16:45:00,Presencial,78812540-6
1232,2681,2025-04-30 15:45:00,Presencial,73177104-4
1233,386,2025-04-13 15:00:00,Presencial,51192824-9
1234,1960,2025-04-07 16:30:00,Presencial,30387339-7
1235,2343,2025-04-12 16:45:00,Remoto,95208514-3
1236,2522,2025-04-29 18:00:00,Remoto,22767738-4
1237,2802,2025-04-04 18:30:00,Presencial,86209409-0
1238,3037,2025-04-13 18:30:00,Presencial,75524136-0
1239,225,2025-04-18 12:15:00,Presencial,37899207-9
1240,95,2025-04-28 14:00:00,Remoto,37899207-9
1241,3580,2025-04-22 09:00:00,Remoto,86209409-0
1242,220,2025-04-19 09:15:00,Presencial,73177104-4
1243,2974,2025-04-09 13:15:00,Remoto,37899207-9
1244,1177,2025-04-22 09:00:00,Presencial,94023614-4
1245,1174,2025-04-12 16:30:00,Presencial,51192824-9
1246,2688,2025-04-11 14:00:00,Remoto,86209409-0
1247,234,2025-04-11 14:00:00,Remoto,51192824-9
1248,462,2025-04-05 18:30:00,Remoto,30387339-7
1249,3143,2025-04-14 14:30:00,Remoto,37899207-9
1250,228,2025-04-07 15:30:00,Presencial,75524136-0
1251,3661,2025-04-08 18:30:00,Presencial,75524136-0
1252,2449,2025-04-04 11:00:00,Presencial,73177104-4
1253,734,2025-04-09 15:45:00,Presencial,57378727-6
1254,47,2025-04-23 10:30:00,Remoto,37899207-9
1255,1892,2025-04-20 16:45:00,Presencial,22767738-4
1256,2000,2025-04-06 14:00:00,Presencial,30387339-7
1257,890,2025-04-13 08:15:00,Remoto,75524136-0
1258,2903,2025-04-04 16:15:00,Remoto,83332889-3
1259,92,2025-04-05 14:15:00,Remoto,30387339-7
1260,611,2025-04-16 15:00:00,Presencial,30387339-7
1261,2707,2025-04-09 18:00:00,Remoto,78812540-6
1262,120,2025-04-27 13:00:00,Remoto,30387339-7
1263,1158,2025-04-23 17:45:00,Presencial,22767738-4
1264,1852,2025-04-17 17:45:00,Remoto,83332889-3
1265,3486,2025-04-30 13:45:00,Remoto,30387339-7
1266,2127,2025-04-28 18:00:00,Presencial,30387339-7
1267,1301,2025-04-28 17:15:00,Remoto,75524136-0
1268,65,2025-05-01 08:45:00,Presencial,57378727-6
1269,3518,2025-04-25 16:00:00,Presencial,73177104-4
1270,1562,2025-04-18 09:00:00,Remoto,30387339-7
1271,887,2025-04-26 08:45:00,Presencial,22767738-4
1272,3059,2025-04-13 11:00:00,Remoto,73177104-4
1273,2197,2025-04-10 09:00:00,Presencial,22767738-4
1274,1252,2025-04-27 15:00:00,Remoto,73177104-4
1275,818,2025-04-26 09:45:00,Presencial,94023614-4
1276,2710,2025-04-25 15:45:00,Remoto,95208514-3
1277,1173,2025-04-10 09:00:00,Presencial,95208514-3
1278,1251,2025-04-18 08:45:00,Remoto,22767738-4
1279,2006,2025-04-12 16:00:00,Presencial,21784166-4
1280,382,2025-05-01 16:45:00,Presencial,30387339-7
1281,1824,2025-04-02 16:00:00,Remoto,78812540-6
1282,2476,2025-04-03 09:00:00,Presencial,94023614-4
1283,2610,2025-04-19 12:00:00,Remoto,16394885-1
1284,1680,2025-04-14 18:15:00,Presencial,57378727-6
1285,1523,2025-04-23 10:30:00,Remoto,16394885-1
1286,2991,2025-04-18 13:30:00,Presencial,73177104-4
1287,1190,2025-04-18 15:30:00,Presencial,75524136-0
1288,2634,2025-04-18 17:15:00,Presencial,37899207-9
1289,3290,2025-04-13 12:45:00,Remoto,94023614-4
1290,3510,2025-04-30 12:00:00,Remoto,16394885-1
1291,303,2025-04-12 09:15:00,Remoto,22767738-4
1292,2912,2025-04-14 12:45:00,Remoto,37899207-9
1293,1804,2025-04-24 12:00:00,Presencial,83332889-3
1294,115,2025-04-06 08:00:00,Presencial,83332889-3
1295,1981,2025-04-09 12:00:00,Presencial,86209409-0
1296,3658,2025-04-10 17:15:00,Presencial,73177104-4
1297,3024,2025-04-26 15:30:00,Presencial,37899207-9
1298,297,2025-04-29 17:45:00,Remoto,73177104-4
1299,1071,2025-04-18 12:30:00,Remoto,94023614-4
1300,3394,2025-04-17 12:45:00,Remoto,86209409-0
1301,1197,2025-04-13 11:00:00,Presencial,95208514-3
1302,295,2025-04-29 11:00:00,Presencial,51192824-9
1303,3447,2025-04-07 13:15:00,Remoto,16394885-1
1304,2650,2025-04-18 10:45:00,Presencial,78812540-6
1305,3301,2025-04-06 15:30:00,Remoto,57378727-6
1306,3140,2025-04-18 18:15:00,Presencial,73177104-4
1307,3445,2025-04-10 13:15:00,Presencial,57378727-6
1308,243,2025-04-03 14:15:00,Presencial,51192824-9
1309,865,2025-04-03 15:15:00,Presencial,22767738-4
1310,1743,2025-04-30 10:45:00,Presencial,78812540-6
1311,3437,2025-04-08 09:30:00,Presencial,86209409-0
1312,3294,2025-04-10 10:45:00,Remoto,94023614-4
1313,325,2025-04-12 10:30:00,Remoto,78812540-6
1314,538,2025-04-21 08:00:00,Presencial,57378727-6
1315,1078,2025-04-26 15:00:00,Presencial,57378727-6
1316,711,2025-04-17 16:00:00,Remoto,73177104-4
1317,1086,2025-04-02 09:15:00,Presencial,95208514-3
1318,1006,2025-04-30 12:00:00,Remoto,22767738-4
1319,2175,2025-04-21 17:30:00,Presencial,30387339-7
1320,606,2025-04-28 16:45:00,Presencial,86209409-0
1321,2884,2025-04-07 08:45:00,Remoto,30387339-7
1322,879,2025-04-12 11:45:00,Remoto,51192824-9
1323,310,2025-04-02 10:45:00,Remoto,94023614-4
1324,1305,2025-04-10 08:15:00,Remoto,73177104-4
1325,2569,2025-04-02 18:00:00,Presencial,75524136-0
1326,3237,2025-04-18 11:30:00,Remoto,83332889-3
1327,3189,2025-04-03 12:30:00,Remoto,16394885-1
1328,2963,2025-04-18 13:45:00,Presencial,22767738-4
1329,3372,2025-04-25 15:15:00,Presencial,37899207-9
1330,3109,2025-04-09 13:45:00,Remoto,37899207-9
1331,2342,2025-04-15 12:00:00,Remoto,73177104-4
1332,1922,2025-04-28 12:45:00,Presencial,75524136-0
1333,1678,2025-04-25 17:00:00,Presencial,22767738-4
1334,2364,2025-04-26 15:30:00,Remoto,94023614-4
1335,609,2025-04-09 11:30:00,Remoto,30387339-7
1336,3485,2025-04-07 09:15:00,Remoto,73177104-4
1337,2641,2025-04-04 11:45:00,Remoto,37899207-9
1338,3343,2025-04-12 16:00:00,Presencial,75524136-0
1339,62,2025-04-28 10:45:00,Presencial,30387339-7
1340,1466,2025-04-11 10:30:00,Presencial,21784166-4
1341,326,2025-04-03 09:15:00,Presencial,75524136-0
1342,1000,2025-04-20 12:00:00,Presencial,73177104-4
1343,57,2025-04-24 14:15:00,Presencial,16394885-1
1344,337,2025-04-26 15:45:00,Presencial,94023614-4
1345,384,2025-04-17 17:30:00,Presencial,83332889-3
1346,408,2025-04-02 12:00:00,Presencial,16394885-1
1347,2697,2025-04-07 09:30:00,Presencial,94023614-4
1348,1513,2025-05-01 08:30:00,Presencial,21784166-4
1349,431,2025-04-11 15:45:00,Presencial,86209409-0
1350,567,2025-04-07 11:45:00,Presencial,51192824-9
1351,1207,2025-04-06 09:00:00,Presencial,86209409-0
1352,2599,2025-05-01 14:30:00,Presencial,16394885-1
1353,3214,2025-04-22 14:00:00,Presencial,73177104-4
1354,3657,2025-04-26 08:45:00,Presencial,83332889-3
1355,2362,2025-04-30 14:00:00,Remoto,16394885-1
1356,2228,2025-04-18 16:45:00,Remoto,51192824-9
1357,2517,2025-04-20 08:30:00,Remoto,21784166-4
1358,3631,2025-04-07 08:00:00,Presencial,30387339-7
1359,903,2025-04-30 17:30:00,Presencial,51192824-9
1360,2238,2025-04-15 17:45:00,Presencial,94023614-4
1361,2327,2025-04-25 16:30:00,Presencial,95208514-3
1362,2494,2025-04-13 14:15:00,Presencial,86209409-0
1363,1957,2025-04-25 11:30:00,Remoto,94023614-4
1364,1806,2025-04-09 10:15:00,Remoto,30387339-7
1365,419,2025-05-01 14:15:00,Remoto,94023614-4
1366,2636,2025-04-20 11:45:00,Remoto,51192824-9
1367,162,2025-04-14 10:00:00,Remoto,75524136-0
1368,2011,2025-05-01 11:15:00,Remoto,57378727-6
1369,764,2025-04-29 13:00:00,Presencial,73177104-4
1370,1575,2025-04-23 09:30:00,Presencial,75524136-0
1371,157,2025-04-13 10:15:00,Presencial,94023614-4
1372,1623,2025-04-19 10:15:00,Presencial,51192824-9
1373,3111,2025-04-10 08:45:00,Presencial,51192824-9
1374,1913,2025-04-28 16:45:00,Remoto,21784166-4
1375,2552,2025-04-26 16:00:00,Presencial,83332889-3
1376,2775,2025-04-24 18:30:00,Presencial,86209409-0
1377,3287,2025-04-23 08:00:00,Presencial,57378727-6
1378,89,2025-04-11 15:30:00,Remoto,86209409-0
1379,3540,2025-04-11 16:45:00,Remoto,57378727-6
1380,862,2025-04-18 15:45:00,Remoto,94023614-4
1381,2345,2025-04-12 11:15:00,Presencial,73177104-4
1382,3099,2025-04-18 11:30:00,Remoto,94023614-4
1383,3060,2025-04-26 15:45:00,Presencial,95208514-3
1384,616,2025-04-03 10:00:00,Remoto,57378727-6
1385,1948,2025-04-02 10:30:00,Presencial,78812540-6
1386,2150,2025-04-10 13:45:00,Remoto,21784166-4
1387,3377,2025-04-07 14:30:00,Presencial,94023614-4
1388,949,2025-04-02 11:15:00,Remoto,51192824-9
1389,2373,2025-05-01 12:15:00,Presencial,78812540-6
1390,293,2025-04-16 17:30:00,Remoto,37899207-9
1391,1501,2025-04-06 13:15:00,Remoto,73177104-4
1392,2893,2025-04-06 15:15:00,Presencial,22767738-4
1393,2644,2025-04-30 15:30:00,Presencial,51192824-9
1394,3626,2025-04-30 14:15:00,Presencial,30387339-7
1395,1050,2025-04-30 15:45:00,Remoto,30387339-7
1396,1382,2025-04-22 14:30:00,Remoto,75524136-0
1397,932,2025-04-15 14:30:00,Presencial,78812540-6
1398,1726,2025-04-02 10:45:00,Presencial,51192824-9
1399,110,2025-04-21 10:30:00,Remoto,83332889-3
1400,1942,2025-04-15 11:30:00,Presencial,22767738-4
1401,76,2025-04-27 11:30:00,Remoto,22767738-4
1402,2689,2025-04-11 12:45:00,Presencial,30387339-7
1403,46,2025-04-28 17:15:00,Remoto,57378727-6
1404,1103,2025-04-15 16:45:00,Presencial,37899207-9
1405,226,2025-05-01 08:30:00,Remoto,86209409-0
1406,2511,2025-04-14 11:45:00,Remoto,51192824-9
1407,1583,2025-04-13 08:00:00,Presencial,94023614-4
1408,643,2025-04-04 15:00:00,Remoto,83332889-3
1409,2106,2025-04-02 12:45:00,Remoto,95208514-3
1410,512,2025-04-26 14:45:00,Presencial,30387339-7
1411,1747,2025-04-26 15:30:00,Presencial,16394885-1
1412,1296,2025-04-19 09:00:00,Remoto,94023614-4
1413,3653,2025-04-22 12:45:00,Presencial,30387339-7
1414,1993,2025-04-23 12:45:00,Presencial,73177104-4
